證券代碼,年月日,上市別,TSE 產業別,收盤價(元),成交量(千股),成交值(千元),市值(百萬元),週轉率％,流通在外股數(千股),source_group,investor_class,daily_return,return_20d,volatility_20d,avg_turnover_value_20d,avg_turnover_rate_20d
2454 聯發科,2017-03-28,TSE,24,139.6134,3569,795102,352811,0.2256,1582112,large_investor,large,-0.004464505364037752,-0.004464505364037752,0.011286915384561462,1314246.75,0.371945
2454 聯發科,2017-03-29,TSE,24,137.1091,9640,2115800,346483,0.6093,1582112,large_investor,large,-0.017937389964000627,-0.02666657201372935,0.011898507051770315,1332529.9,0.37789
2454 聯發科,2017-03-30,TSE,24,136.7961,3462,757793,345691,0.2188,1582112,large_investor,large,-0.0022828535815639928,-0.02237104649301347,0.011834322944596048,1269959.9,0.36055000000000004
2454 聯發科,2017-03-31,TSE,24,134.6048,9447,2044156,340154,0.5971,1582112,large_investor,large,-0.016018731528164798,-0.020501069333098476,0.011700386678323595,1286993.95,0.36601500000000003
2454 聯發科,2017-04-05,TSE,24,137.7352,9414,2044270,348065,0.595,1582112,large_investor,large,0.02325622860403187,0.009174769018852169,0.012790519150291134,1329983.3,0.378555
2454 聯發科,2017-04-06,TSE,24,135.857,6146,1334834,343318,0.3885,1582112,large_investor,large,-0.0136363108341222,-0.004586651817442555,0.013178079468629915,1350134.3,0.384435
2454 聯發科,2017-04-07,TSE,24,135.5439,4803,1039512,342527,0.3036,1582112,large_investor,large,-0.002304629132102054,-0.024774925478802667,0.01244098755105155,1304659.0,0.3718
2454 聯發科,2017-04-10,TSE,24,135.857,3933,854378,343318,0.2486,1582112,large_investor,large,0.002309952716426089,-0.004586651817442555,0.01180719182331129,1297945.05,0.36997
2454 聯發科,2017-04-11,TSE,24,132.7266,5020,1077307,335408,0.3173,1582112,large_investor,large,-0.02304187491259202,-0.04504512282776929,0.012017133919446381,1289947.25,0.36802
2454 聯發科,2017-04-12,TSE,24,133.9788,4808,1027525,338572,0.3039,1582112,large_investor,large,0.009434431379994779,-0.03820233107729765,0.012263019712975283,1276365.65,0.36478
2454 聯發科,2017-04-13,TSE,24,133.3527,3779,807660,336990,0.2389,1582112,large_investor,large,-0.004673127390303566,-0.044843116778188974,0.01223822087683569,1253575.15,0.35879
2454 聯發科,2017-04-14,TSE,24,132.7266,2314,492424,335408,0.1463,1582112,large_investor,large,-0.004695068041367101,-0.04288970631184008,0.012207244545573995,1227202.6,0.351545
2454 聯發科,2017-04-17,TSE,24,132.1006,2319,490075,333826,0.1466,1582112,large_investor,large,-0.004716462261521115,-0.06013340210953222,0.011644014422417297,1190317.5,0.34159
2454 聯發科,2017-04-18,TSE,24,133.0397,3717,789698,336199,0.2349,1582112,large_investor,large,0.007108976037959236,-0.05764967211744543,0.011748493992069014,1162262.6,0.33436499999999997
2454 聯發科,2017-04-19,TSE,24,133.9788,5908,1267962,338572,0.3734,1582112,large_investor,large,0.007058795231799309,-0.05309714498952589,0.011908259546149028,1179512.05,0.34009
2454 聯發科,2017-04-20,TSE,24,134.6048,3638,782473,340154,0.2299,1582112,large_investor,large,0.004672381003561821,-0.06521782911874574,0.01106246914263626,1083999.2,0.31455
2454 聯發科,2017-04-21,TSE,24,134.6048,2413,519352,340154,0.1525,1582112,large_investor,large,0.0,-0.05494531726657237,0.010937732914236059,1053920.45,0.306555
2454 聯發科,2017-04-24,TSE,24,134.6048,1687,362090,340154,0.1066,1582112,large_investor,large,0.0,-0.04017912214461672,0.010537156240934974,1006106.5,0.293355
2454 聯發科,2017-04-25,TSE,24,134.6048,4832,1037325,340154,0.3054,1582112,large_investor,large,0.0,-0.035874779928001144,0.010529385167520229,1021259.8,0.298205
2454 聯發科,2017-04-26,TSE,24,133.6657,5797,1237787,337781,0.3664,1582112,large_investor,large,-0.006976719998098346,-0.046875523657742724,0.010482721564115647,1043876.15,0.30543
2454 聯發科,2017-04-27,TSE,24,135.857,3607,779651,343318,0.228,1582112,large_investor,large,0.016393884145296855,-0.026905726814188458,0.011268904212472775,1043103.6,0.30555
2454 聯發科,2017-04-28,TSE,24,135.8569,3526,764084,343208,0.2229,1581603,large_investor,large,-7.360680716050894e-07,-0.009132873018639964,0.010567233445514334,975517.8,0.28623
2454 聯發科,2017-05-02,TSE,24,138.6742,11425,2518234,350325,0.7224,1581603,large_investor,large,0.020737261044525557,0.013729192572010662,0.01155914294717361,1063539.85,0.31141
2454 聯發科,2017-05-03,TSE,24,136.796,5746,1257577,345580,0.3633,1581603,large_investor,large,-0.013543975735933689,0.01627876569037645,0.01138213234610324,1024210.9,0.29972
2454 聯發科,2017-05-04,TSE,24,136.4829,2990,650237,344790,0.189,1581603,large_investor,large,-0.0022888096143161007,-0.009092083940779094,0.010098644475355535,954509.25,0.27942
2454 聯發科,2017-05-05,TSE,24,135.2308,1913,414082,341626,0.121,1581603,large_investor,large,-0.009174043048616465,-0.00460925826420433,0.009836907951805782,908471.65,0.266045
2454 聯發科,2017-05-08,TSE,24,133.0396,6420,1368005,336091,0.4059,1581603,large_investor,large,-0.016203409282500636,-0.018475932889639446,0.010465402986963409,924896.3,0.27116
2454 聯發科,2017-05-09,TSE,24,130.2223,6163,1288784,328974,0.3897,1581603,large_investor,large,-0.021176401612753026,-0.0414752276290512,0.011367450368601146,946616.6,0.278215
2454 聯發科,2017-05-10,TSE,24,130.8483,5187,1083260,330555,0.328,1581603,large_investor,large,0.004807164364321714,-0.014151647069991946,0.010318556373455946,946914.25,0.27875
2454 聯發科,2017-05-11,TSE,24,133.6656,7550,1607826,337672,0.4774,1581603,large_investor,large,0.021531040143433433,-0.0023376832752644017,0.011253657197007954,975929.3,0.287425
2454 聯發科,2017-05-12,TSE,24,134.2917,4698,1003619,339254,0.297,1581603,large_investor,large,0.004684077279419441,0.007041477225433024,0.011246149803832555,985727.25,0.29033000000000003
2454 聯發科,2017-05-15,TSE,24,134.2917,3889,833321,339254,0.2459,1581603,large_investor,large,0.0,0.011791909082278895,0.011182781855580847,1002772.1,0.29531
2454 聯發科,2017-05-16,TSE,24,132.4135,5413,1156333,334509,0.3422,1581603,large_investor,large,-0.013985972327403617,0.002368649347542773,0.011600983496857332,1036085.0,0.30509
2454 聯發科,2017-05-17,TSE,24,133.3526,3976,846329,336882,0.2514,1581603,large_investor,large,0.007092177157163038,0.0023519295368223947,0.01160045617727028,1038916.55,0.30591500000000005
2454 聯發科,2017-05-18,TSE,24,133.3526,4895,1041253,336882,0.3095,1581603,large_investor,large,0.0,-0.004673873777045423,0.011487025150789313,1027581.1,0.30272
2454 聯發科,2017-05-19,TSE,24,133.0396,2839,603654,336091,0.1795,1581603,large_investor,large,-0.00234716083525921,-0.011628114302016046,0.011438366524298962,1018640.15,0.3002
2454 聯發科,2017-05-22,TSE,24,130.8483,4729,991550,330555,0.299,1581603,large_investor,large,-0.016471035691628777,-0.027907622907949903,0.011978937006312133,1042250.05,0.307525
2454 聯發科,2017-05-23,TSE,24,130.2223,4415,920167,328974,0.2791,1581603,large_investor,large,-0.004784166091573283,-0.03255827429631053,0.011998393070937486,1070153.9,0.31615000000000004
2454 聯發科,2017-05-24,TSE,24,135.5438,17207,3702855,342417,1.0879,1581603,large_investor,large,0.04086473668488444,0.00697597708254083,0.015306116370814818,1203430.4,0.355275
2454 聯發科,2017-05-25,TSE,24,143.0567,23742,5383012,361396,1.5011,1581603,large_investor,large,0.0554278395618244,0.07025736595102572,0.019497599792151286,1410691.65,0.41201
2454 聯發科,2017-05-26,TSE,24,143.6827,12774,2927704,362978,0.8077,1581603,large_investor,large,0.0043758873229984285,0.05760247907726512,0.019265653443299818,1518094.3,0.440995
2454 聯發科,2017-05-31,TSE,24,143.9958,12042,2768235,363769,0.7614,1581603,large_investor,large,0.002179107157646687,0.05990788837372274,0.019254082013300505,1618301.85,0.46792
2454 聯發科,2017-06-01,TSE,24,142.7436,5302,1212782,360606,0.3352,1581603,large_investor,large,-0.008696086969203431,0.029345040389632482,0.01895648892135116,1553029.25,0.44855999999999996
2454 聯發科,2017-06-02,TSE,24,146.5,11280,2643570,370095,0.7132,1581603,large_investor,large,0.026315715730862888,0.07093774671774034,0.01936973770136447,1622328.9,0.46605500000000005
2454 聯發科,2017-06-03,TSE,24,147.4391,3593,845877,372468,0.2272,1581603,large_investor,large,0.006410238907849752,0.08027525792608459,0.019327989883444318,1632110.9,0.4679650000000001
2454 聯發科,2017-06-05,TSE,24,152.1347,14493,3499042,384330,0.9163,1581603,large_investor,large,0.031847725603316945,0.12500036973825512,0.02001600431663626,1786358.9,0.50773
2454 聯發科,2017-06-06,TSE,24,153.3868,10042,2449719,387493,0.6349,1581603,large_investor,large,0.008230206520931649,0.1529409288662924,0.019316924417822907,1840444.6,0.5191800000000001
2454 聯發科,2017-06-07,TSE,24,157.7693,19802,4923037,398564,1.252,1581603,large_investor,large,0.028571558960744925,0.21153826955905397,0.01864634975999927,2022157.25,0.562295
2454 聯發科,2017-06-08,TSE,24,159.0214,17207,4354063,401727,1.0879,1581603,large_investor,large,0.007936271505292858,0.21531116567811748,0.018615330040349962,2185697.4,0.60029
2454 聯發科,2017-06-09,TSE,24,156.8302,10159,2562246,396192,0.6423,1581603,large_investor,large,-0.013779277506046461,0.17330262984642264,0.019127467362245926,2233418.4,0.608535
2454 聯發科,2017-06-12,TSE,24,155.578,6076,1509317,393028,0.3842,1581603,large_investor,large,-0.007984431569939887,0.1585079345931284,0.01945673655112661,2258703.3,0.612895
2454 聯發科,2017-06-13,TSE,24,154.6389,7471,1860266,390656,0.4724,1581603,large_investor,large,-0.006036200491072008,0.15151494842942648,0.019626258781885408,2310050.55,0.62422
2454 聯發科,2017-06-14,TSE,24,156.5171,12725,3170720,395401,0.8046,1581603,large_investor,large,0.012145714952706,0.18203279877051814,0.01899727424148947,2410769.9,0.64734
2454 聯發科,2017-06-15,TSE,24,157.1432,6613,1652294,396982,0.4181,1581603,large_investor,large,0.0040002018948728235,0.17840372066236432,0.019022454789306018,2451068.15,0.655675
2454 聯發科,2017-06-16,TSE,24,158.3953,8013,2009166,400146,0.5066,1581603,large_investor,large,0.007967891706418095,0.18779311389504216,0.01892020568251457,2499463.8,0.66553
2454 聯發科,2017-06-19,TSE,24,159.9605,5515,1409877,404100,0.3487,1581603,large_investor,large,0.009881606335541582,0.20235253262938246,0.018737422920473097,2539774.95,0.6739900000000001
2454 聯發科,2017-06-20,TSE,24,161.2127,6763,1735609,407263,0.4276,1581603,large_investor,large,0.007828182582575227,0.23205803972997763,0.017731011153011032,2576977.9,0.68042
2454 聯發科,2017-06-21,TSE,24,168.7255,21218,5676936,426242,1.3416,1581603,large_investor,large,0.04660178757628897,0.29567286094624357,0.019052842992949494,2814816.35,0.733545
2454 聯發科,2017-06-22,TSE,24,169.6646,9201,2491477,428615,0.5818,1581603,large_investor,large,0.00556584511529068,0.25173265025770264,0.01795925328410189,2754247.45,0.70824
2454 聯發科,2017-06-23,TSE,24,166.2212,6200,1661202,419916,0.392,1581603,large_investor,large,-0.020295335620983956,0.16192530653929538,0.016081347440616,2568156.95,0.652785
2454 聯發科,2017-06-26,TSE,24,168.7255,8080,2163198,426242,0.5109,1581603,large_investor,large,0.015066068588122317,0.17429238175507566,0.016144215239561326,2529931.65,0.637945
2454 聯發科,2017-06-27,TSE,24,169.0385,7039,1907344,427033,0.4451,1581603,large_investor,large,0.0018550841455500233,0.1739127113429697,0.016150723798067552,2486887.1,0.6221300000000001
2454 聯發科,2017-06-28,TSE,24,165.2821,8160,2164165,417543,0.5159,1581603,large_investor,large,-0.022222156490976808,0.15789499494198012,0.017146714562845996,2534456.25,0.631165
2454 聯發科,2017-06-29,TSE,24,167.4733,5445,1456189,423079,0.3443,1581603,large_investor,large,0.013257333976274488,0.14316245733788402,0.01663328055485304,2475087.2,0.6127199999999999
2454 聯發科,2017-06-30,TSE,24,163.0909,11479,2995461,412008,0.7258,1581603,large_investor,large,-0.026167753307542063,0.10615772885211605,0.01819929528620121,2582566.4,0.63765
2454 聯發科,2017-07-03,TSE,24,167.4733,10007,2673899,423079,0.6327,1581603,large_investor,large,0.02687090450785412,0.10082249480230332,0.017846561735758826,2541309.25,0.62347
2454 聯發科,2017-07-04,TSE,24,164.9691,5142,1366578,416752,0.3251,1581603,large_investor,large,-0.014952831287136537,0.07551040897912986,0.018368546136635536,2487152.2,0.60798
2454 聯發科,2017-07-05,TSE,24,165.9082,9466,2502831,419125,0.5985,1581603,large_investor,large,0.005692581216724779,0.05158734937658971,0.01743363104888855,2366141.9,0.575305
2454 聯發科,2017-07-06,TSE,24,164.2848,9483,2429423,400146,0.5996,1581603,large_investor,large,-0.00978492925605845,0.03309868986186748,0.017600970838970553,2269909.9,0.55089
2454 聯發科,2017-07-07,TSE,24,162.3368,4616,1154765,395401,0.2919,1581603,large_investor,large,-0.011857457293675266,0.03511185983311904,0.01751662520293864,2199535.85,0.53337
2454 聯發科,2017-07-10,TSE,24,160.3887,5395,1338617,390656,0.3411,1581603,large_investor,large,-0.012000359745911071,0.030921467045469164,0.017658000392719395,2191000.85,0.5312150000000001
2454 聯發科,2017-07-11,TSE,24,164.9341,6026,1522697,401727,0.381,1581603,large_investor,large,0.028339901751183172,0.066575745171493,0.01852033203521933,2174122.4,0.526645
2454 聯發科,2017-07-12,TSE,24,165.2588,5398,1374483,402518,0.3413,1581603,large_investor,large,0.0019686650607728673,0.05585140537359812,0.01840655268238717,2084310.55,0.5034799999999999
2454 聯發科,2017-07-13,TSE,24,163.6354,3422,867554,398564,0.2164,1581603,large_investor,large,-0.009823380056009134,0.04131390986056038,0.01862060255163306,2045073.55,0.49339500000000003
2454 聯發科,2017-07-14,TSE,24,165.2588,2626,667440,402518,0.166,1581603,large_investor,large,0.009920836200479899,0.04333146248657638,0.018657583015062408,1977987.25,0.47636500000000004
2454 聯發科,2017-07-17,TSE,24,165.2588,2967,754252,402594,0.1876,1581903,large_investor,large,0.0,0.033122552130057104,0.01857655176112719,1945206.0,0.46830999999999995
2454 聯發科,2017-07-18,TSE,24,162.9861,4385,1100362,397058,0.2772,1581903,large_investor,large,-0.01375236901151411,0.011000374040010419,0.018832548444574902,1913443.65,0.46079
2454 聯發科,2017-07-19,TSE,24,169.4796,13663,3551874,412877,0.8637,1581903,large_investor,large,0.03984082078164963,0.004469389629901732,0.0180081383746331,1807190.55,0.436895
2454 聯發科,2017-07-20,TSE,24,168.1809,5334,1386746,409713,0.3372,1581903,large_investor,large,-0.007662869159474006,-0.008744900232576458,0.018050381000955892,1751954.0,0.42466499999999996
2454 聯發科,2017-07-21,TSE,24,165.9082,3606,927323,404176,0.228,1581903,large_investor,large,-0.0135134251273481,-0.0018830329705237236,0.017715279947869828,1715260.05,0.416465
2454 聯發科,2017-07-24,TSE,24,164.6095,5584,1406307,401013,0.353,1581903,large_investor,large,-0.007827822856254274,-0.024394652853303223,0.017431571374654214,1677415.5,0.40857
2454 聯發科,2017-07-25,TSE,24,166.2328,7661,1946360,404967,0.4843,1581903,large_investor,large,0.009861520750624964,-0.016597993948124223,0.01759396795422433,1679366.3,0.41053000000000006
2454 聯發科,2017-07-26,TSE,24,168.1809,13055,3409453,409713,0.8253,1581903,large_investor,large,0.011719107179810617,0.017538499329328383,0.01703587789380248,1741630.7,0.426
2454 聯發科,2017-07-27,TSE,24,170.7783,11918,3128917,416041,0.7534,1581903,large_investor,large,0.015444084316352136,0.019734489020040824,0.01712542542566555,1825267.1,0.446455
2454 聯發科,2017-07-28,TSE,24,173.051,13187,3515329,421577,0.8336,1581903,large_investor,large,0.01330789684637912,0.061070850672845456,0.01605691420434799,1851260.5,0.45184499999999994
2454 聯發科,2017-07-31,TSE,24,172.7263,9732,2600368,420780,0.6152,1581880,large_investor,large,-0.0018763254763045634,0.03136619389478801,0.015072547294785897,1847583.95,0.45097000000000004
2454 聯發科,2017-08-01,TSE,24,189.934,27621,7881697,462700,1.7461,1581880,large_investor,large,0.09962408735670247,0.15133076436738757,0.026140134659570012,2173339.9,0.52202
2454 聯發科,2017-08-02,TSE,24,194.8041,26602,7979152,474564,1.6817,1581880,large_investor,large,0.025641012141059516,0.17416800375147234,0.02645105243844396,2447155.95,0.57618
2454 聯發科,2017-08-03,TSE,24,188.96,8961,2632292,460327,0.5665,1581880,large_investor,large,-0.02999988193266978,0.15019770544810007,0.02754523658883064,2457299.4,0.574525
2454 聯發科,2017-08-04,TSE,24,188.3106,7008,2040523,458745,0.443,1581880,large_investor,large,-0.003436706181202398,0.15999945791712045,0.027299165350957125,2501587.3,0.5820799999999999
2454 聯發科,2017-08-07,TSE,24,187.6613,11150,3230736,457163,0.7049,1581880,large_investor,large,-0.0034480268237687683,0.17004065747774,0.027038611275477832,2596193.25,0.60027
2454 聯發科,2017-08-08,TSE,24,186.3626,12734,3624914,453999,0.805,1581880,large_investor,large,-0.006920446570497063,0.12992158686408684,0.026805974005220994,2701304.1,0.62147
2454 聯發科,2017-08-09,TSE,24,184.4145,5765,1639398,449254,0.3644,1581880,large_investor,large,-0.010453277642617054,0.1159133431926167,0.027058076676070877,2714549.85,0.622625
2454 聯發科,2017-08-10,TSE,24,181.8172,6912,1959311,442926,0.4369,1581880,large_investor,large,-0.014084033522309691,0.11111165432418657,0.027204201129540518,2769137.7,0.63365
2454 聯發科,2017-08-11,TSE,24,185.7132,6118,1735859,452418,0.3868,1581880,large_investor,large,0.02142811571182479,0.12377192621512445,0.027420794339656145,2822558.65,0.64469
2454 聯發科,2017-08-14,TSE,24,181.8172,4598,1294711,442926,0.2907,1581880,large_investor,large,-0.0209785841824921,0.100196782259099,0.028063932622600086,2849581.6,0.649845
2454 聯發科,2017-08-15,TSE,24,176.2977,11678,3211176,429480,0.7382,1581880,large_investor,large,-0.030357413930035326,0.08167322244044128,0.028886026321047358,2955122.3,0.672895
2454 聯發科,2017-08-16,TSE,24,177.2717,7308,1997762,431853,0.462,1581880,large_investor,large,0.005524745926918095,0.045976624915329056,0.027657848019533224,2877416.7,0.65281
2454 聯發科,2017-08-17,TSE,24,176.6224,5037,1370019,430271,0.3184,1581880,large_investor,large,-0.0036627391738219828,0.05019297672922418,0.027594119556926734,2876580.35,0.65187
2454 聯發科,2017-08-18,TSE,24,173.7003,5746,1535347,423153,0.3632,1581880,large_investor,large,-0.016544334127494564,0.04696633439456277,0.02769655773050584,2906981.55,0.6586299999999999
2454 聯發科,2017-08-21,TSE,24,176.6224,6067,1635749,430271,0.3835,1581880,large_investor,large,0.016822653731743742,0.0729781695467151,0.027754260105446973,2918453.65,0.660155
2454 聯發科,2017-08-22,TSE,24,175.6484,4345,1182312,427898,0.2747,1581880,large_investor,large,-0.00551458931596438,0.056641047976091485,0.02779280124355428,2880251.25,0.649675
2454 聯發科,2017-08-23,TSE,24,175.973,7304,2004875,428689,0.4617,1581880,large_investor,large,0.0018480100017990164,0.04633165835121589,0.027719454569889265,2810022.35,0.631495
2454 聯發科,2017-08-24,TSE,24,177.2717,3828,1044464,431853,0.242,1581880,large_investor,large,0.007380109448608563,0.03802239511694405,0.027581378500016147,2705799.7,0.6059249999999999
2454 聯發科,2017-08-25,TSE,24,174.6743,5990,1617132,425526,0.3787,1581880,large_investor,large,-0.014652084906953688,0.009380471652865374,0.0276978768751271,2610889.85,0.58318
2454 聯發科,2017-08-28,TSE,24,176.2977,2632,712636,429480,0.1664,1581880,large_investor,large,0.009293868645816827,0.02067664275793546,0.02775327348919466,2516503.25,0.5607399999999999
2454 聯發科,2017-08-29,TSE,24,173.3756,3518,944258,422362,0.2224,1581880,large_investor,large,-0.016574805003128246,-0.08717975717880955,0.015608642397593528,2169631.3,0.48455499999999996
2454 聯發科,2017-08-30,TSE,24,174.3497,4349,1172169,424735,0.2749,1581880,large_investor,large,0.005618437657894271,-0.10499984343245339,0.014152269245540356,1829282.15,0.414215
2454 聯發科,2017-08-31,TSE,24,175.6484,9701,2647453,427898,0.6133,1581880,large_investor,large,0.007448822682230016,-0.07044665537679928,0.013174792691296736,1830040.2,0.41655499999999995
2454 聯發科,2017-09-01,TSE,24,176.6224,4456,1215746,430271,0.2817,1581880,large_investor,large,0.005545168643722231,-0.06206873112825295,0.01333148077720654,1788801.35,0.40849
2454 聯發科,2017-09-04,TSE,24,175.973,2430,656681,428689,0.1536,1581880,large_investor,large,-0.003676770330377055,-0.06228401913447257,0.013331880519781928,1660098.6,0.380925
2454 聯發科,2017-09-05,TSE,24,181.4925,6996,1928261,442135,0.4423,1581880,large_investor,large,0.03136560722383552,-0.02613238922401806,0.015353693571263583,1575265.95,0.36279
2454 聯發科,2017-09-06,TSE,24,176.2977,8306,2273461,429480,0.5251,1581880,large_investor,large,-0.028622670358279367,-0.044013892616903805,0.016429194545295903,1606969.1,0.370825
2454 聯發科,2017-09-07,TSE,24,176.9471,5654,1544809,431062,0.3574,1581880,large_investor,large,0.0036835420995282586,-0.026785694642751157,0.016227325148975767,1586244.0,0.36685
2454 聯發科,2017-09-08,TSE,24,178.2458,5455,1494113,434226,0.3448,1581880,large_investor,large,0.007339481686899685,-0.0402093119929009,0.015480517097473835,1574156.7,0.36475
2454 聯發科,2017-09-11,TSE,24,181.1678,6872,1908672,441344,0.4344,1581880,large_investor,large,0.01639309313319015,-0.0035717192872842807,0.015315559998423234,1604854.75,0.371935
2454 聯發科,2017-09-12,TSE,24,178.8951,6680,1853776,435808,0.4223,1581880,large_investor,large,-0.012544723731259033,0.014733033953364227,0.013915315917161233,1536984.75,0.35614
2454 聯發科,2017-09-13,TSE,24,178.5704,5216,1436642,435017,0.3297,1581880,large_investor,large,-0.0018150301489532339,0.007326042453476678,0.013881550500390158,1508928.75,0.349525
2454 聯發科,2017-09-14,TSE,24,186.3626,17883,5096531,453999,1.1305,1581880,large_investor,large,0.04363657134665089,0.05514702551884687,0.0168537605933901,1695254.35,0.39013
2454 聯發科,2017-09-15,TSE,24,189.6093,13537,3954488,461909,0.8558,1581880,large_investor,large,0.017421413953228937,0.09158878827497707,0.01650737126134541,1816211.4,0.41475999999999996
2454 聯發科,2017-09-18,TSE,24,189.934,7244,2149963,462700,0.4579,1581880,large_investor,large,0.0017124687449403542,0.0753675637971174,0.016258565335192144,1841922.1,0.41848
2454 聯發科,2017-09-19,TSE,24,190.2587,6989,2058433,463491,0.4418,1581880,large_investor,large,0.001709541209051535,0.08317923761332291,0.016121239486112198,1885728.15,0.42683499999999996
2454 聯發科,2017-09-20,TSE,24,188.3106,9508,2749796,458745,0.6011,1581880,large_investor,large,-0.01023921639325831,0.07011075562728353,0.016434632905328702,1922974.2,0.433805
2454 聯發科,2017-09-21,TSE,24,190.5833,6684,1949165,464282,0.4225,1581880,large_investor,large,0.012068890439518531,0.0750915120687623,0.0165257680177168,1968209.25,0.44283
2454 聯發科,2017-09-22,TSE,24,185.7132,4820,1391933,452418,0.3047,1581880,large_investor,large,-0.025553655540648146,0.06319704730461218,0.01732531782750575,1956949.3,0.4391299999999999
2454 聯發科,2017-09-25,TSE,24,185.3886,4729,1350910,451627,0.2989,1581880,large_investor,large,-0.0017478563720834117,0.05156561883677435,0.017297167546690716,1988863.0,0.445755
2454 聯發科,2017-09-26,TSE,24,183.1159,3600,1027922,446090,0.2276,1581880,large_investor,large,-0.01225911409870939,0.05618033910192688,0.01707003030279426,1993046.2,0.44601499999999994
2454 聯發科,2017-09-27,TSE,24,186.6873,7978,2293470,454790,0.5043,1581880,large_investor,large,0.01950349478117408,0.07076352870122515,0.017465297348100216,2049111.25,0.45748500000000003
2454 聯發科,2017-09-28,TSE,24,188.96,8682,2526811,460327,0.5488,1581880,large_investor,large,0.01217383292811025,0.07578548964863896,0.01755228973955614,2043079.15,0.45426
2454 聯發科,2017-09-29,TSE,24,184.7392,7880,2263523,450045,0.4981,1581880,large_investor,large,-0.022337002540220086,0.04595566587250555,0.018489062808249194,2095468.0,0.46507999999999994
2454 聯發科,2017-09-30,TSE,24,189.2847,2905,841745,461118,0.1836,1581880,large_investor,large,0.02460495660910067,0.0756462639154869,0.01907134016655587,2104721.2,0.46658
2454 聯發科,2017-10-02,TSE,24,187.0119,4691,1361604,455581,0.2965,1581880,large_investor,large,-0.012007309624074147,0.030411174015455122,0.01822186820228104,2076388.35,0.45929000000000003
2454 聯發科,2017-10-03,TSE,24,187.0119,4003,1151713,455581,0.2531,1581880,large_investor,large,0.0,0.06077333964084608,0.016786073021873495,2020300.95,0.44569000000000003
2454 聯發科,2017-10-05,TSE,24,185.0639,5068,1456830,450836,0.3204,1581880,large_investor,large,-0.010416449434501263,0.045871336687631326,0.017053668014405176,2015902.0,0.44384000000000007
2454 聯發科,2017-10-06,TSE,24,188.96,11476,3351768,460327,0.7255,1581880,large_investor,large,0.021052728273855736,0.06010913020110431,0.017532430747740968,2108784.75,0.46287500000000004
2454 聯發科,2017-10-11,TSE,24,198.7002,19773,5939895,484055,1.25,1581880,large_investor,large,0.051546359017781374,0.09677437160466695,0.020456827255308247,2310345.9,0.503655
2454 聯發科,2017-10-12,TSE,24,197.0768,16332,4994543,480100,1.0324,1581880,large_investor,large,-0.008170097463414794,0.10163330353933664,0.020283981108934986,2467384.25,0.53416
2454 聯發科,2017-10-13,TSE,24,209.0897,26768,8485734,509365,1.6922,1581880,large_investor,large,0.060955424484262055,0.170909064436211,0.023730242850921554,2819838.85,0.602285
2454 聯發科,2017-10-16,TSE,24,211.6871,18343,5961206,515693,1.1596,1581880,large_investor,large,0.012422419660078843,0.13588831664722423,0.02225645880892512,2863072.6,0.6037399999999999
2454 聯發科,2017-10-17,TSE,24,208.4404,9779,3162424,507783,0.6182,1581880,large_investor,large,-0.01533725956848564,0.09931527620216962,0.022622272600444658,2823469.4,0.59186
2454 聯發科,2017-10-18,TSE,24,204.2196,9439,2986108,497501,0.5967,1581880,large_investor,large,-0.02024943341118135,0.07521349521412701,0.023311945046593632,2865276.65,0.5988
2454 聯發科,2017-10-19,TSE,24,205.5183,7519,2398531,500665,0.4753,1581880,large_investor,large,0.006359330837980348,0.08020447947978204,0.023312282851274804,2882281.55,0.600475
2454 聯發科,2017-10-20,TSE,24,203.2456,7547,2378130,495128,0.4771,1581880,large_investor,large,-0.011058382635512287,0.07931045835975237,0.023339539865287653,2863698.25,0.594275
2454 聯發科,2017-10-23,TSE,24,208.1157,6564,2101481,506992,0.4149,1581880,large_investor,large,0.023961650338309992,0.0919933698283113,0.023702534270176708,2871314.05,0.593895
2454 聯發科,2017-10-24,TSE,24,208.7651,4570,1463017,508574,0.2889,1581880,large_investor,large,0.003120379673422047,0.12412634104630138,0.022620541802319934,2874868.25,0.593105
2454 聯發科,2017-10-25,TSE,24,212.9858,11984,3948360,518857,0.7576,1581880,large_investor,large,0.0202174597190814,0.1488613647225343,0.022752005014990615,3004740.75,0.6160399999999999
2454 聯發科,2017-10-26,TSE,24,219.804,10777,3594466,535466,0.6813,1581880,large_investor,large,0.03201246280268455,0.20035452956297073,0.022911794337650497,3133067.95,0.638725
2454 聯發科,2017-10-27,TSE,24,214.2845,12505,4226723,522020,0.7905,1581880,large_investor,large,-0.02511100798893562,0.14782580282643765,0.024023063830246435,3229730.6,0.6530349999999999
2454 聯發科,2017-10-30,TSE,24,217.2066,7630,2539492,529139,0.4823,1581881,large_investor,large,0.01363654394041558,0.14948454699407288,0.02404126436078649,3230364.65,0.64971
2454 聯發科,2017-10-31,TSE,24,222.4013,15248,5249258,541650,0.9642,1581460,large_investor,large,0.02391593993920993,0.20386631532452215,0.0232561521755355,3379651.4,0.673015
2454 聯發科,2017-11-01,TSE,24,219.4793,15054,5176528,534534,0.9519,1581460,large_investor,large,-0.013138412410359068,0.1595194962931501,0.02350221482592932,3596390.55,0.71143
2454 聯發科,2017-11-02,TSE,24,218.1806,6886,2336399,531371,0.4354,1581460,large_investor,large,-0.005917186723303769,0.16666693402933186,0.023271960041487173,3645130.3,0.718375
