靡ㄩ絏,るら,Μ絃基(じ),Θユ秖(),Θユ(じ),秅锣瞯,瑈硄计(),カ(κ窾じ),TSE 玻穨,カ
1301 鹅,2016/6/27,48.9716,"3,603","274,853",0.0566,"6,365,741","485,069",03,TSE
3231 絥承,2016/6/27,11.667,"10,202","221,943",0.3992,"2,555,482","55,710",25,TSE
2356 璣穨笷,2016/6/27,12.7806,"2,990","66,260",0.0833,"3,587,475","79,642",25,TSE
2301 腳,2016/6/27,23.8276,"3,748","165,484",0.1605,"2,334,928","103,788",25,TSE
2395 地,2016/6/27,133.9703,639,"149,473",0.1011,"631,853","148,485",25,TSE
2303 羛筿,2016/6/24,7.198,"69,696","848,555",0.5521,"12,624,319","151,492",24,TSE
2382 約笷,2016/6/24,32.2703,"10,152","600,018",0.2628,"3,862,627","228,668",25,TSE
2317 翬,2016/6/24,58.236,"64,170","5,223,362",0.4103,"15,638,288","1,274,520",31,TSE
2412 い地筿,2016/6/24,72.3238,"14,165","1,586,216",0.1826,"7,757,447","872,713",27,TSE
2603 篴,2016/6/24,8.492,"5,644","67,261",0.1607,"3,512,356","41,270",15,TSE
1301 鹅,2016/6/24,48.6503,"9,420","719,778",0.148,"6,365,741","481,887",03,TSE
3231 絥承,2016/6/24,11.5064,"16,489","355,746",0.6452,"2,555,482","54,943",25,TSE
2356 璣穨笷,2016/6/24,12.8382,"9,999","224,312",0.2787,"3,587,475","80,001",25,TSE
2301 腳,2016/6/24,23.6935,"8,753","387,540",0.3749,"2,334,928","103,204",25,TSE
2395 地,2016/6/24,134.5404,"1,186","281,154",0.1877,"631,853","149,117",25,TSE
2303 羛筿,2016/6/23,7.5279,"38,214","478,266",0.3027,"12,624,319","158,435",24,TSE
2382 約笷,2016/6/23,32.8154,"9,591","570,976",0.2483,"3,862,627","232,530",25,TSE
2317 翬,2016/6/23,59.2364,"49,044","4,055,603",0.3136,"15,638,288","1,296,414",31,TSE
2412 い地筿,2016/6/23,72.6452,"3,831","433,798",0.0494,"7,757,447","876,591",27,TSE
2603 篴,2016/6/23,8.781,"3,487","42,563",0.0993,"3,512,356","42,675",15,TSE
1301 鹅,2016/6/23,49.55,"4,152","321,038",0.0652,"6,365,741","490,799",03,TSE
3231 絥承,2016/6/23,11.8008,"8,262","181,794",0.3233,"2,555,482","56,348",25,TSE
2356 璣穨笷,2016/6/23,13.2124,"5,475","125,325",0.1526,"3,587,475","82,333",25,TSE
2301 腳,2016/6/23,24.1224,"6,464","289,970",0.2768,"2,334,928","105,072",25,TSE
2395 地,2016/6/23,138.531,445,"108,549",0.0704,"631,853","153,540",25,TSE
2303 羛筿,2016/6/22,7.4679,"27,867","346,243",0.2207,"12,624,319","157,173",24,TSE
2382 約笷,2016/6/22,32.3793,"10,916","644,815",0.2826,"3,862,627","229,440",25,TSE
2317 翬,2016/6/22,58.236,"27,195","2,207,554",0.1739,"15,638,288","1,274,520",31,TSE
2412 い地筿,2016/6/22,72.9667,"5,042","569,832",0.065,"7,757,447","880,470",27,TSE
2603 篴,2016/6/22,8.9256,"11,581","141,231",0.3297,"3,512,356","43,378",15,TSE
1301 鹅,2016/6/22,50.3855,"3,449","269,715",0.0542,"6,365,741","499,074",03,TSE
3231 絥承,2016/6/22,11.8008,"8,612","189,164",0.337,"2,555,482","56,348",25,TSE
2356 璣穨笷,2016/6/22,13.2124,"7,724","175,942",0.2153,"3,587,475","82,333",25,TSE
2301 腳,2016/6/22,24.3904,"9,334","425,670",0.3998,"2,334,928","106,239",25,TSE
2395 地,2016/6/22,138.531,"3,332","810,616",0.5273,"631,853","153,540",25,TSE
2303 羛筿,2016/6/21,7.348,"29,126","360,047",0.2307,"12,624,319","154,648",24,TSE
2382 約笷,2016/6/21,32.2158,"7,525","444,638",0.1948,"3,862,627","228,281",25,TSE
2317 翬,2016/6/21,57.6644,"24,933","2,010,220",0.1594,"15,638,288","1,262,010",31,TSE
2412 い地筿,2016/6/21,72.6452,"5,161","583,182",0.0665,"7,757,447","876,591",27,TSE
2603 篴,2016/6/21,8.7088,"7,019","84,257",0.1998,"3,512,356","42,324",15,TSE
1301 鹅,2016/6/21,50.257,"4,484","349,296",0.0704,"6,365,741","497,801",03,TSE
3231 絥承,2016/6/21,11.7472,"13,280","290,351",0.5197,"2,555,482","56,093",25,TSE
2356 璣穨笷,2016/6/21,13.1261,"6,909","157,137",0.1926,"3,587,475","81,794",25,TSE
2301 腳,2016/6/21,24.7656,"13,035","590,887",0.5583,"2,334,928","107,874",25,TSE
2395 地,2016/6/21,142.8066,"1,011","253,017",0.16,"631,853","158,279",25,TSE
2303 羛筿,2016/6/20,7.4679,"31,788","390,346",0.2518,"12,624,319","157,173",24,TSE
2382 約笷,2016/6/20,32.2158,"9,659","570,903",0.2501,"3,862,627","228,281",25,TSE
2317 翬,2016/6/20,57.5215,"25,729","2,069,313",0.1645,"15,638,288","1,258,882",31,TSE
2412 い地筿,2016/6/20,72.6452,"6,282","708,115",0.081,"7,757,447","876,591",27,TSE
2603 篴,2016/6/20,8.6726,"8,646","103,465",0.2462,"3,512,356","42,148",15,TSE
1301 鹅,2016/6/20,49.8071,"4,063","314,519",0.0638,"6,365,741","493,345",03,TSE
3231 絥承,2016/6/20,11.4529,"15,867","341,168",0.6209,"2,555,482","54,687",25,TSE
2356 璣穨笷,2016/6/20,13.2124,"9,407","213,971",0.2622,"3,587,475","82,333",25,TSE
2301 腳,2016/6/20,23.5863,"4,845","213,031",0.2075,"2,334,928","102,737",25,TSE
2395 地,2016/6/20,141.3814,636,"157,641",0.1007,"631,853","156,700",25,TSE
2303 羛筿,2016/6/17,7.288,"35,633","431,753",0.2823,"12,624,319","153,385",24,TSE
2382 約笷,2016/6/17,32.1067,"7,900","464,500",0.2045,"3,862,627","227,509",25,TSE
2317 翬,2016/6/17,56.664,"33,517","2,663,154",0.2143,"15,638,288","1,240,116",31,TSE
2412 い地筿,2016/6/17,72.3238,"7,406","832,917",0.0955,"7,757,447","872,713",27,TSE
2603 篴,2016/6/17,8.4558,"3,948","46,449",0.1124,"3,512,356","41,095",15,TSE
1301 鹅,2016/6/17,49.2929,"5,958","459,886",0.0936,"6,365,741","488,252",03,TSE
3231 絥承,2016/6/17,11.6134,"8,947","194,764",0.3501,"2,555,482","55,454",25,TSE
2356 璣穨笷,2016/6/17,12.9246,"8,990","202,671",0.2506,"3,587,475","80,539",25,TSE
2301 腳,2016/6/17,23.5863,"12,163","538,761",0.5209,"2,334,928","102,737",25,TSE
2395 地,2016/6/17,140.2412,636,"156,070",0.1007,"631,853","155,436",25,TSE
2303 羛筿,2016/6/16,7.198,"27,551","331,642",0.2182,"12,624,319","151,492",24,TSE
2382 約笷,2016/6/16,31.8887,"7,092","415,922",0.1836,"3,862,627","225,964",25,TSE
2317 翬,2016/6/16,56.3067,"28,763","2,274,529",0.1839,"15,638,288","1,232,297",31,TSE
2412 い地筿,2016/6/16,72.0024,"5,234","587,438",0.0675,"7,757,447","868,834",27,TSE
2603 篴,2016/6/16,8.492,"4,145","48,500",0.118,"3,512,356","41,270",15,TSE
1301 鹅,2016/6/16,49.4857,"6,103","471,455",0.0959,"6,365,741","490,162",03,TSE
3231 絥承,2016/6/16,11.5332,"11,227","242,824",0.4393,"2,555,482","55,071",25,TSE
2356 璣穨笷,2016/6/16,13.0397,"4,993","112,969",0.1392,"3,587,475","81,256",25,TSE
2301 腳,2016/6/16,23.2915,"6,102","263,975",0.2613,"2,334,928","101,453",25,TSE
2395 地,2016/6/16,138.531,553,"134,428",0.0875,"631,853","153,540",25,TSE
2303 羛筿,2016/6/15,7.348,"19,786","240,989",0.1567,"12,624,319","154,648",24,TSE
2382 約笷,2016/6/15,31.6161,"6,303","366,080",0.1632,"3,862,627","224,032",25,TSE
2317 翬,2016/6/15,57.3071,"21,566","1,724,184",0.1379,"15,638,288","1,254,191",31,TSE
2412 い地筿,2016/6/15,72.3238,"7,150","803,544",0.0922,"7,757,447","872,713",27,TSE
2603 篴,2016/6/15,8.492,"4,002","46,960",0.1139,"3,512,356","41,270",15,TSE
1301 鹅,2016/6/15,50.5783,"4,878","384,006",0.0766,"6,365,741","500,984",03,TSE
3231 絥承,2016/6/15,11.5867,"12,001","259,847",0.4696,"2,555,482","55,326",25,TSE
2356 璣穨笷,2016/6/15,13.1836,"6,595","150,125",0.1838,"3,587,475","82,153",25,TSE
2301 腳,2016/6/15,23.4791,"10,057","436,034",0.4307,"2,334,928","102,270",25,TSE
2395 地,2016/6/15,141.3814,630,"155,849",0.0997,"631,853","156,700",25,TSE
2303 羛筿,2016/6/14,7.258,"25,940","312,934",0.2033,"12,758,133","154,373",24,TSE
2382 約笷,2016/6/14,31.6161,"4,354","252,313",0.1127,"3,862,627","224,032",25,TSE
2317 翬,2016/6/14,57.0927,"26,410","2,095,778",0.1689,"15,638,288","1,249,499",31,TSE
2412 い地筿,2016/6/14,72.0024,"6,129","687,368",0.079,"7,757,447","868,834",27,TSE
2603 篴,2016/6/14,8.6004,"3,063","36,137",0.0872,"3,512,356","41,797",15,TSE
1301 鹅,2016/6/14,50.514,"4,814","377,903",0.0756,"6,365,741","500,347",03,TSE
3231 絥承,2016/6/14,11.6134,"16,412","352,344",0.6422,"2,555,482","55,454",25,TSE
2356 璣穨笷,2016/6/14,13.2124,"8,053","182,576",0.2245,"3,587,475","82,333",25,TSE
2301 腳,2016/6/14,23.1843,"7,317","316,533",0.3134,"2,334,928","100,986",25,TSE
2395 地,2016/6/14,140.5263,"1,624","399,949",0.257,"631,853","155,752",25,TSE
2303 羛筿,2016/6/13,7.318,"46,820","568,358",0.367,"12,758,133","155,649",24,TSE
2382 約笷,2016/6/13,31.6161,"7,112","412,038",0.1841,"3,862,627","224,032",25,TSE
2317 翬,2016/6/13,56.1638,"48,285","3,819,961",0.3088,"15,638,288","1,229,169",31,TSE
2412 い地筿,2016/6/13,72.0024,"6,746","757,769",0.087,"7,757,447","868,834",27,TSE
2603 篴,2016/6/13,8.5642,"4,856","57,869",0.1383,"3,512,356","41,621",15,TSE
1301 鹅,2016/6/13,50.7711,"5,628","447,360",0.0884,"6,365,741","502,894",03,TSE
3231 絥承,2016/6/13,11.1853,"13,155","277,675",0.5148,"2,555,482","53,410",25,TSE
2356 璣穨笷,2016/6/13,12.7806,"6,409","142,949",0.1786,"3,587,475","79,642",25,TSE
2301 腳,2016/6/13,23.1575,"11,633","500,883",0.4982,"2,334,928","100,869",25,TSE
2395 地,2016/6/13,142.2365,"1,437","358,966",0.2274,"631,853","157,647",25,TSE
2303 羛筿,2016/6/8,7.4379,"42,234","524,333",0.331,"12,758,133","158,201",24,TSE
2382 約笷,2016/6/8,31.6161,"7,148","414,901",0.1851,"3,862,627","224,032",25,TSE
2317 翬,2016/6/8,58.0931,"37,351","3,045,717",0.2388,"15,638,288","1,271,393",31,TSE
2412 い地筿,2016/6/8,72.6452,"9,479","1,070,349",0.1222,"7,757,447","876,591",27,TSE
2603 篴,2016/6/8,8.781,"9,126","109,609",0.2598,"3,512,356","42,675",15,TSE
1301 鹅,2016/6/8,52.2492,"10,220","827,658",0.1605,"6,365,741","517,535",03,TSE
3231 絥承,2016/6/8,11.3994,"13,958","298,980",0.5462,"2,555,482","54,432",25,TSE
2356 璣穨笷,2016/6/8,13.0397,"10,360","235,010",0.2888,"3,587,475","81,256",25,TSE
2301 腳,2016/6/8,23.2915,"17,498","766,857",0.7494,"2,334,928","101,453",25,TSE
2395 地,2016/6/8,145.0869,"1,452","369,613",0.2298,"631,853","160,807",25,TSE
2303 羛筿,2016/6/7,7.4679,"28,009","347,412",0.2195,"12,758,133","158,839",24,TSE
2382 約笷,2016/6/7,31.6161,"5,164","299,389",0.1337,"3,862,627","224,032",25,TSE
2317 翬,2016/6/7,57.9502,"31,493","2,550,209",0.2014,"15,638,288","1,268,265",31,TSE
2412 い地筿,2016/6/7,72.3238,"7,201","808,765",0.0928,"7,757,447","872,713",27,TSE
2603 篴,2016/6/7,8.5642,"7,022","83,013",0.1999,"3,512,356","41,621",15,TSE
1301 鹅,2016/6/7,51.3495,"7,251","576,527",0.1139,"6,365,741","508,623",03,TSE
3231 絥承,2016/6/7,11.3994,"16,582","352,150",0.6489,"2,555,482","54,432",25,TSE
2356 璣穨笷,2016/6/7,13.0397,"8,282","187,076",0.2309,"3,587,475","81,256",25,TSE
2301 腳,2016/6/7,23.908,"18,544","809,928",0.7942,"2,334,928","104,138",25,TSE
2395 地,2016/6/7,144.2318,"1,152","289,546",0.1823,"631,853","159,859",25,TSE
2303 羛筿,2016/6/6,7.4379,"20,017","247,539",0.1569,"12,758,133","158,201",24,TSE
2382 約笷,2016/6/6,31.3436,"3,313","191,452",0.0858,"3,862,627","222,101",25,TSE
2317 翬,2016/6/6,57.3071,"21,625","1,738,847",0.1383,"15,638,288","1,254,191",31,TSE
2412 い地筿,2016/6/6,72.0024,"6,400","715,760",0.0825,"7,757,447","868,834",27,TSE
2603 篴,2016/6/6,8.492,"2,982","35,181",0.0849,"3,512,356","41,270",15,TSE
1301 鹅,2016/6/6,50.4498,"3,840","302,062",0.0603,"6,365,741","499,711",03,TSE
3231 絥承,2016/6/6,11.1585,"7,582","157,592",0.2967,"2,555,482","53,282",25,TSE
2356 璣穨笷,2016/6/6,12.7806,"3,750","83,571",0.1045,"3,587,475","79,642",25,TSE
2301 腳,2016/6/6,22.541,"5,774","242,918",0.2473,"2,334,928","98,184",25,TSE
2395 地,2016/6/6,139.6711,424,"103,472",0.0671,"631,853","154,804",25,TSE
2303 羛筿,2016/6/4,7.4079,"6,095","75,573",0.0478,"12,758,133","157,563",24,TSE
2382 約笷,2016/6/4,31.3981,259,"14,944",0.0067,"3,862,627","222,487",25,TSE
2317 翬,2016/6/4,57.3071,"5,532","443,138",0.0354,"15,638,288","1,254,191",31,TSE
2412 い地筿,2016/6/4,72.0024,"1,805","201,956",0.0233,"7,757,447","868,834",27,TSE
2603 篴,2016/6/4,8.6726,"4,041","48,297",0.1151,"3,512,356","42,148",15,TSE
1301 鹅,2016/6/4,50.6426,765,"60,246",0.012,"6,365,741","501,620",03,TSE
3231 絥承,2016/6/4,11.1318,"1,655","34,498",0.0648,"2,555,482","53,154",25,TSE
2356 璣穨笷,2016/6/4,12.7806,"1,413","31,460",0.0394,"3,587,475","79,642",25,TSE
2301 腳,2016/6/4,22.3802,989,"41,466",0.0424,"2,334,928","97,483",25,TSE
2395 地,2016/6/4,138.531,55,"13,576",0.0087,"631,853","153,540",25,TSE
2303 羛筿,2016/6/3,7.4379,"23,315","287,064",0.1827,"12,758,133","158,201",24,TSE
2382 約笷,2016/6/3,31.6161,"2,385","138,294",0.0617,"3,862,627","224,032",25,TSE
2317 翬,2016/6/3,57.1642,"17,414","1,391,439",0.1114,"15,638,288","1,251,063",31,TSE
2412 い地筿,2016/6/3,72.0024,"7,064","787,220",0.0911,"7,757,447","868,834",27,TSE
2603 篴,2016/6/3,8.492,"5,410","63,729",0.154,"3,512,356","41,270",15,TSE
1301 鹅,2016/6/3,50.7711,"3,493","275,417",0.0549,"6,365,741","502,894",03,TSE
3231 絥承,2016/6/3,11.1853,"11,559","239,296",0.4523,"2,555,482","53,410",25,TSE
2356 璣穨笷,2016/6/3,12.9534,"9,077","203,424",0.253,"3,587,475","80,718",25,TSE
2301 腳,2016/6/3,22.8359,"3,515","149,810",0.1505,"2,334,928","99,468",25,TSE
2395 地,2016/6/3,139.6711,"1,066","260,535",0.1687,"631,853","154,804",25,TSE
2303 羛筿,2016/6/2,7.348,"29,264","359,166",0.2294,"12,758,133","156,287",24,TSE
2382 約笷,2016/6/2,31.6161,"7,388","427,775",0.1913,"3,862,627","224,032",25,TSE
2317 翬,2016/6/2,56.664,"29,009","2,319,181",0.1855,"15,638,288","1,240,116",31,TSE
2412 い地筿,2016/6/2,71.3595,"6,751","747,613",0.087,"7,757,447","861,077",27,TSE
2603 篴,2016/6/2,8.6726,"6,907","82,335",0.1966,"3,512,356","42,148",15,TSE
1301 鹅,2016/6/2,50.7068,"2,885","228,026",0.0453,"6,365,741","502,257",03,TSE
3231 絥承,2016/6/2,10.9177,"11,984","247,267",0.469,"2,555,482","52,132",25,TSE
2356 璣穨笷,2016/6/2,12.7806,"9,267","206,841",0.2583,"3,587,475","79,642",25,TSE
2301 腳,2016/6/2,22.9699,"7,517","320,410",0.3219,"2,334,928","100,052",25,TSE
2395 地,2016/6/2,138.531,620,"151,066",0.0981,"631,853","153,540",25,TSE
2303 羛筿,2016/6/1,7.348,"28,601","349,158",0.2242,"12,758,133","156,287",24,TSE
2382 約笷,2016/6/1,31.6161,"7,761","451,601",0.2009,"3,862,627","224,032",25,TSE
2317 翬,2016/6/1,57.5929,"28,491","2,294,863",0.1822,"15,638,288","1,260,446",31,TSE
2412 い地筿,2016/6/1,71.038,"7,974","879,070",0.1028,"7,757,447","857,198",27,TSE
2603 篴,2016/6/1,8.6004,"12,879","152,750",0.3667,"3,512,356","41,797",15,TSE
1301 鹅,2016/6/1,50.7711,"3,692","291,962",0.058,"6,365,741","502,894",03,TSE
3231 絥承,2016/6/1,11.1318,"10,005","208,403",0.3915,"2,555,482","53,154",25,TSE
2356 璣穨笷,2016/6/1,12.8382,"15,225","336,306",0.4244,"3,587,475","80,001",25,TSE
2301 腳,2016/6/1,22.8091,"8,994","381,933",0.3852,"2,334,928","99,351",25,TSE
2395 地,2016/6/1,139.101,941,"229,297",0.1489,"631,853","154,172",25,TSE
2303 羛筿,2016/5/31,7.318,"44,053","536,699",0.3453,"12,758,133","155,649",24,TSE
2382 約笷,2016/5/31,31.6161,"9,381","544,035",0.2429,"3,862,627","224,032",25,TSE
2317 翬,2016/5/31,57.2356,"66,579","5,316,736",0.4257,"15,638,288","1,252,627",31,TSE
2412 い地筿,2016/5/31,70.7166,"25,609","2,804,584",0.3301,"7,757,447","853,319",27,TSE
2603 篴,2016/5/31,8.3113,"8,619","98,918",0.2454,"3,512,356","40,392",15,TSE
1301 鹅,2016/5/31,50.7711,"11,867","934,330",0.1864,"6,365,741","502,894",03,TSE
3231 絥承,2016/5/31,11.2121,"18,917","393,077",0.7403,"2,555,482","53,537",25,TSE
2356 璣穨笷,2016/5/31,12.4928,"20,160","440,615",0.562,"3,587,475","77,848",25,TSE
2301 腳,2016/5/31,22.5142,"14,306","600,656",0.6127,"2,334,928","98,067",25,TSE
2395 地,2016/5/31,137.3908,"1,171","281,596",0.1853,"631,853","152,277",25,TSE
2303 羛筿,2016/5/30,7.318,"23,966","291,263",0.1878,"12,758,133","155,649",24,TSE
2382 約笷,2016/5/30,31.5616,"4,011","231,276",0.1038,"3,862,627","223,646",25,TSE
2317 翬,2016/5/30,56.8069,"25,266","2,003,392",0.1616,"15,638,288","1,243,244",31,TSE
2412 い地筿,2016/5/30,70.7166,"6,881","757,678",0.0887,"7,757,447","853,319",27,TSE
2603 篴,2016/5/30,8.239,"4,116","46,765",0.1172,"3,512,356","40,041",15,TSE
1301 鹅,2016/5/30,50.8354,"4,180","329,594",0.0657,"6,365,741","503,530",03,TSE
3231 絥承,2016/5/30,11.0247,"11,525","237,994",0.451,"2,555,482","52,643",25,TSE
2356 璣穨笷,2016/5/30,12.6943,"7,554","165,763",0.2106,"3,587,475","79,104",25,TSE
2301 腳,2016/5/30,22.541,"7,895","330,414",0.3381,"2,334,928","98,184",25,TSE
2395 地,2016/5/30,137.9609,"1,072","257,424",0.1697,"631,853","152,908",25,TSE
2303 羛筿,2016/5/27,7.288,"21,362","258,567",0.1674,"12,758,133","155,011",24,TSE
2382 約笷,2016/5/27,31.1801,"2,332","133,414",0.0604,"3,862,627","220,942",25,TSE
2317 翬,2016/5/27,56.0209,"20,091","1,575,252",0.1285,"15,638,288","1,226,042",31,TSE
2412 い地筿,2016/5/27,71.038,"5,629","620,840",0.0726,"7,757,447","857,198",27,TSE
2603 篴,2016/5/27,8.1306,"2,943","32,928",0.0838,"3,512,356","39,514",15,TSE
1301 鹅,2016/5/27,50.3855,"3,071","240,978",0.0482,"6,365,741","499,074",03,TSE
3231 絥承,2016/5/27,10.9445,"13,504","275,773",0.5284,"2,555,482","52,260",25,TSE
2356 璣穨笷,2016/5/27,12.5791,"12,137","266,256",0.3383,"3,587,475","78,386",25,TSE
2301 腳,2016/5/27,22.5142,"7,381","310,599",0.3161,"2,334,928","98,067",25,TSE
2395 地,2016/5/27,137.1057,877,"209,914",0.1388,"631,853","151,961",25,TSE
2303 羛筿,2016/5/26,7.258,"30,516","366,566",0.2392,"12,758,133","154,373",24,TSE
2382 約笷,2016/5/26,31.2346,"2,239","127,944",0.058,"3,862,627","221,329",25,TSE
2317 翬,2016/5/26,55.8065,"18,307","1,433,864",0.1171,"15,638,288","1,221,350",31,TSE
2412 い地筿,2016/5/26,70.7166,"5,386","592,167",0.0694,"7,757,447","853,319",27,TSE
2603 篴,2016/5/26,8.0945,"3,620","40,534",0.1031,"3,512,356","39,338",15,TSE
1301 鹅,2016/5/26,50.1927,"3,323","260,475",0.0522,"6,365,741","497,164",03,TSE
3231 絥承,2016/5/26,11.0247,"20,162","411,872",0.789,"2,555,482","52,643",25,TSE
2356 璣穨笷,2016/5/26,12.464,"3,972","85,987",0.1107,"3,587,475","77,669",25,TSE
2301 腳,2016/5/26,22.7823,"6,236","263,625",0.2671,"2,334,928","99,234",25,TSE
2395 地,2016/5/26,135.1104,781,"184,809",0.1236,"631,853","149,749",25,TSE
2303 羛筿,2016/5/25,7.198,"55,060","658,450",0.4316,"12,758,133","153,098",24,TSE
2382 約笷,2016/5/25,31.0165,"4,610","262,275",0.1193,"3,862,627","219,784",25,TSE
2317 翬,2016/5/25,56.0209,"46,903","3,687,122",0.2999,"15,638,288","1,226,042",31,TSE
2412 い地筿,2016/5/25,71.038,"5,433","599,052",0.07,"7,757,447","857,198",27,TSE
2603 篴,2016/5/25,8.1306,"3,531","39,528",0.1005,"3,512,356","39,514",15,TSE
1301 鹅,2016/5/25,50.7711,"4,705","369,916",0.0739,"6,365,741","502,894",03,TSE
3231 絥承,2016/5/25,10.7572,"17,509","353,635",0.6852,"2,555,482","51,365",25,TSE
2356 璣穨笷,2016/5/25,12.464,"11,654","251,283",0.3249,"3,587,475","77,669",25,TSE
2301 腳,2016/5/25,22.675,"5,739","242,405",0.2458,"2,334,928","98,767",25,TSE
2395 地,2016/5/25,134.8254,681,"160,363",0.1078,"631,853","149,433",25,TSE
2303 羛筿,2016/5/24,7.078,"23,921","280,458",0.1875,"12,758,133","150,546",24,TSE
2382 約笷,2016/5/24,31.1255,"4,291","244,015",0.1111,"3,862,627","220,556",25,TSE
2317 翬,2016/5/24,54.5918,"26,754","2,053,542",0.1711,"15,638,288","1,194,765",31,TSE
2412 い地筿,2016/5/24,71.038,"7,387","813,023",0.0952,"7,757,447","857,198",27,TSE
2603 篴,2016/5/24,8.0222,"2,669","29,777",0.076,"3,512,356","38,987",15,TSE
1301 鹅,2016/5/24,50.3212,"3,566","279,032",0.056,"6,365,741","498,438",03,TSE
3231 絥承,2016/5/24,10.6769,"17,676","353,602",0.6917,"2,555,482","50,982",25,TSE
2356 璣穨笷,2016/5/24,12.1762,"9,239","195,769",0.2575,"3,587,475","75,875",25,TSE
2301 腳,2016/5/24,22.7286,"12,852","538,173",0.5504,"2,334,928","99,001",25,TSE
2395 地,2016/5/24,131.975,255,"59,419",0.0404,"631,853","146,274",25,TSE
2303 羛筿,2016/5/23,7.078,"37,639","439,005",0.295,"12,758,133","150,546",24,TSE
2382 約笷,2016/5/23,30.6895,"6,934","386,419",0.1795,"3,862,627","217,466",25,TSE
2317 翬,2016/5/23,55.3064,"52,975","4,053,551",0.3388,"15,638,288","1,210,404",31,TSE
2412 い地筿,2016/5/23,70.7166,"6,732","739,271",0.0868,"7,757,447","853,319",27,TSE
2603 篴,2016/5/23,8.0945,"4,948","55,082",0.1409,"3,512,356","39,338",15,TSE
1301 鹅,2016/5/23,49.4857,"5,531","424,139",0.0869,"6,365,741","490,162",03,TSE
3231 絥承,2016/5/23,10.7839,"28,727","571,386",1.1241,"2,555,482","51,493",25,TSE
2356 璣穨笷,2016/5/23,12.2049,"13,091","273,233",0.3649,"3,587,475","76,054",25,TSE
2301 腳,2016/5/23,21.871,"4,639","189,203",0.1987,"2,334,928","95,265",25,TSE
2395 地,2016/5/23,133.1151,805,"186,406",0.1274,"631,853","147,538",25,TSE
2303 羛筿,2016/5/20,6.9281,"27,719","317,529",0.2173,"12,758,133","147,356",24,TSE
2382 約笷,2016/5/20,29.8173,"3,142","172,589",0.0813,"3,862,627","211,286",25,TSE
2317 翬,2016/5/20,52.8769,"24,261","1,802,007",0.1551,"15,638,288","1,157,233",31,TSE
2412 い地筿,2016/5/20,70.7166,"5,307","583,522",0.0684,"7,757,447","853,319",27,TSE
2603 篴,2016/5/20,7.9499,"5,008","55,175",0.1426,"3,512,356","38,636",15,TSE
1301 鹅,2016/5/20,49.0359,"5,177","395,059",0.0813,"6,365,741","485,706",03,TSE
3231 絥承,2016/5/20,10.2487,"25,099","476,595",0.9822,"2,555,482","48,937",25,TSE
2356 璣穨笷,2016/5/20,11.9171,"6,649","137,290",0.1853,"3,587,475","74,261",25,TSE
2301 腳,2016/5/20,21.9514,"7,150","292,878",0.3062,"2,334,928","95,615",25,TSE
2395 地,2016/5/20,128.2694,310,"70,170",0.0491,"631,853","142,167",25,TSE
2303 羛筿,2016/5/19,6.8981,"33,075","378,055",0.2592,"12,758,133","146,719",24,TSE
2382 約笷,2016/5/19,30.0353,"4,268","234,764",0.1105,"3,862,627","212,831",25,TSE
2317 翬,2016/5/19,53.0198,"25,348","1,879,143",0.1621,"15,638,288","1,160,361",31,TSE
2412 い地筿,2016/5/19,70.3952,"8,203","902,702",0.1057,"7,757,447","849,440",27,TSE
2603 篴,2016/5/19,8.0945,"5,338","58,941",0.152,"3,512,356","39,338",15,TSE
1301 鹅,2016/5/19,48.7788,"7,906","601,907",0.1242,"6,365,741","483,160",03,TSE
3231 絥承,2016/5/19,9.8206,"11,563","213,478",0.4525,"2,555,482","46,893",25,TSE
2356 璣穨笷,2016/5/19,11.8019,"6,461","133,260",0.1801,"3,587,475","73,543",25,TSE
2301 腳,2016/5/19,21.8978,"6,410","260,752",0.2745,"2,334,928","95,382",25,TSE
2395 地,2016/5/19,129.9797,504,"113,944",0.0798,"631,853","144,063",25,TSE
2303 羛筿,2016/5/18,6.9281,"28,008","320,629",0.2195,"12,758,133","147,356",24,TSE
2382 約笷,2016/5/18,30.4714,"8,456","468,740",0.2189,"3,862,627","215,921",25,TSE
2317 翬,2016/5/18,53.1627,"28,906","2,142,547",0.1848,"15,638,288","1,163,489",31,TSE
2412 い地筿,2016/5/18,71.3595,"7,135","789,117",0.092,"7,757,447","861,077",27,TSE
2603 篴,2016/5/18,8.0222,"5,078","56,457",0.1446,"3,512,356","38,987",15,TSE
1301 鹅,2016/5/18,49.9356,"5,185","400,576",0.0815,"6,365,741","494,618",03,TSE
3231 絥承,2016/5/18,9.8473,"12,752","235,797",0.499,"2,555,482","47,021",25,TSE
2356 璣穨笷,2016/5/18,12.061,"8,121","168,924",0.2264,"3,587,475","75,158",25,TSE
2301 腳,2016/5/18,21.871,"10,873","439,488",0.4657,"2,334,928","95,265",25,TSE
2395 地,2016/5/18,130.5497,684,"156,128",0.1083,"631,853","144,694",25,TSE
2303 羛筿,2016/5/17,6.9281,"36,772","421,637",0.2882,"12,758,133","147,356",24,TSE
2382 約笷,2016/5/17,30.1989,"5,709","311,847",0.1478,"3,862,627","213,990",25,TSE
2317 翬,2016/5/17,53.0912,"29,030","2,156,356",0.1856,"15,638,288","1,161,925",31,TSE
2412 い地筿,2016/5/17,71.038,"4,795","529,229",0.0618,"7,757,447","857,198",27,TSE
