證券代碼,年月日,收盤價(元),成交量(千股),成交值(千元),週轉率％,流通在外股數(千股),市值(百萬元),TSE 產業別,上市別
1216 統一,2020/1/31,55.4359,"11,901","868,667",0.2095,"5,682,015","412,514",02,TSE
4904 遠傳,2020/1/31,50.8136,"5,143","354,137",0.1578,"3,258,501","223,533",27,TSE
2881 富邦金,2020/1/30,25.8305,"40,112","1,817,507",0.392,"10,233,604","460,512",17,TSE
2882 國泰金,2020/1/30,29.2845,"60,719","2,496,397",0.4611,"13,169,210","534,670",17,TSE
2886 兆豐金,2020/1/30,21.9623,"59,764","1,888,028",0.4394,"13,599,824","424,315",17,TSE
2891 中信金,2020/1/30,15.8646,"105,917","2,355,337",0.5432,"19,496,990","428,934",17,TSE
2892 第一金,2020/1/30,15.851,"66,277","1,566,547",0.5318,"12,461,943","292,856",17,TSE
2002 中鋼,2020/1/30,18.621,"39,414","916,838",0.2505,"15,734,861","361,902",10,TSE
2884 玉山金,2020/1/30,17.407,"101,984","2,885,792",0.8777,"11,619,500","326,508",17,TSE
5880 合庫金,2020/1/30,13.3597,"47,020","976,016",0.3632,"12,945,848","266,684",17,TSE
1216 統一,2020/1/30,54.9777,"23,689","1,735,472",0.4169,"5,682,015","409,105",02,TSE
4904 遠傳,2020/1/30,51.1099,"8,732","602,418",0.268,"3,258,501","224,837",27,TSE
2881 富邦金,2020/1/20,27.0359,"9,469","445,779",0.0925,"10,233,604","482,003",17,TSE
2882 國泰金,2020/1/20,31.0877,"14,093","607,266",0.107,"13,169,210","567,593",17,TSE
2886 兆豐金,2020/1/20,22.7719,"20,221","653,184",0.1487,"13,599,824","439,954",17,TSE
2891 中信金,2020/1/20,16.5136,"32,131","729,828",0.1648,"19,496,990","446,481",17,TSE
2892 第一金,2020/1/20,16.5592,"17,265","422,903",0.1385,"12,461,943","305,941",17,TSE
2002 中鋼,2020/1/20,19.4711,"6,941","166,941",0.0441,"15,734,861","378,423",10,TSE
2884 玉山金,2020/1/20,18.1503,"25,263","738,683",0.2174,"11,619,500","340,451",17,TSE
5880 合庫金,2020/1/20,13.9434,"13,973","299,072",0.1079,"12,945,848","278,336",17,TSE
1216 統一,2020/1/20,57.5739,"5,132","387,637",0.0903,"5,682,015","428,424",02,TSE
4904 遠傳,2020/1/20,52.3692,"2,937","207,807",0.0901,"3,258,501","230,376",27,TSE
2881 富邦金,2020/1/17,27.0646,"12,606","593,196",0.1232,"10,233,604","482,514",17,TSE
2882 國泰金,2020/1/17,31.0877,"14,646","629,664",0.1112,"13,169,210","567,593",17,TSE
2886 兆豐金,2020/1/17,22.5959,"15,250","488,705",0.1121,"13,599,824","436,554",17,TSE
2891 中信金,2020/1/17,16.2972,"17,771","400,835",0.0911,"19,496,990","440,632",17,TSE
2892 第一金,2020/1/17,16.4243,"13,356","322,764",0.1072,"12,461,943","303,448",17,TSE
2002 中鋼,2020/1/17,19.4711,"6,731","161,615",0.0428,"15,734,861","378,423",10,TSE
2884 玉山金,2020/1/17,17.9645,"22,943","662,234",0.1975,"11,619,500","336,966",17,TSE
5880 合庫金,2020/1/17,13.7813,"7,554","160,169",0.0584,"12,945,848","275,099",17,TSE
1216 統一,2020/1/17,57.803,"6,843","517,200",0.1204,"5,682,015","430,129",02,TSE
4904 遠傳,2020/1/17,52.5173,"3,735","263,713",0.1146,"3,258,501","231,028",27,TSE
2881 富邦金,2020/1/16,26.9211,"15,160","708,794",0.1481,"10,233,604","479,956",17,TSE
2882 國泰金,2020/1/16,30.9795,"11,374","487,648",0.0864,"13,169,210","565,618",17,TSE
2886 兆豐金,2020/1/16,22.4903,"16,565","527,412",0.1218,"13,599,824","434,514",17,TSE
2891 中信金,2020/1/16,16.2972,"22,443","506,345",0.1151,"19,496,990","440,632",17,TSE
2892 第一金,2020/1/16,16.1882,"11,402","273,505",0.0915,"12,461,943","299,087",17,TSE
2002 中鋼,2020/1/16,19.4307,"5,347","128,220",0.034,"15,734,861","377,637",10,TSE
2884 玉山金,2020/1/16,17.8716,"15,537","446,851",0.1337,"11,619,500","335,223",17,TSE
5880 合庫金,2020/1/16,13.7164,"5,096","107,686",0.0394,"12,945,848","273,805",17,TSE
1216 統一,2020/1/16,57.6502,"9,104","683,674",0.1602,"5,682,015","428,992",02,TSE
4904 遠傳,2020/1/16,52.0729,"4,657","328,318",0.1429,"3,258,501","229,073",27,TSE
2881 富邦金,2020/1/15,26.8637,"11,321","530,204",0.1106,"10,233,604","478,933",17,TSE
2882 國泰金,2020/1/15,30.9435,"11,983","513,156",0.091,"13,169,210","564,959",17,TSE
2886 兆豐金,2020/1/15,22.3847,"21,016","668,912",0.1545,"13,599,824","432,474",17,TSE
2891 中信金,2020/1/15,16.3693,"33,337","754,642",0.171,"19,496,990","442,582",17,TSE
2892 第一金,2020/1/15,16.1882,"11,347","271,954",0.0911,"12,461,943","299,087",17,TSE
2002 中鋼,2020/1/15,19.4711,"10,148","243,659",0.0645,"15,734,861","378,423",10,TSE
2884 玉山金,2020/1/15,17.7167,"20,079","574,597",0.1728,"11,619,500","332,318",17,TSE
5880 合庫金,2020/1/15,13.7164,"12,112","255,620",0.0936,"12,945,848","273,805",17,TSE
1216 統一,2020/1/15,56.963,"6,292","468,583",0.1107,"5,682,015","423,878",02,TSE
4904 遠傳,2020/1/15,52.3692,"4,710","332,347",0.1445,"3,258,501","230,376",27,TSE
2881 富邦金,2020/1/14,26.9785,"13,108","615,698",0.1281,"10,233,604","480,979",17,TSE
2882 國泰金,2020/1/14,30.9074,"20,215","867,674",0.1535,"13,169,210","564,301",17,TSE
2886 兆豐金,2020/1/14,22.5255,"20,724","662,017",0.1524,"13,599,824","435,194",17,TSE
2891 中信金,2020/1/14,16.2972,"35,947","809,737",0.1844,"19,496,990","440,632",17,TSE
2892 第一金,2020/1/14,16.1882,"16,129","386,513",0.1294,"12,461,943","299,087",17,TSE
2002 中鋼,2020/1/14,19.4711,"7,882","189,103",0.0501,"15,734,861","378,423",10,TSE
2884 玉山金,2020/1/14,17.7477,"32,317","928,367",0.2781,"11,619,500","332,899",17,TSE
5880 合庫金,2020/1/14,13.6516,"10,673","224,428",0.0824,"12,945,848","272,510",17,TSE
1216 統一,2020/1/14,56.8103,"7,371","548,447",0.1297,"5,682,015","422,742",02,TSE
4904 遠傳,2020/1/14,52.5173,"3,921","277,796",0.1203,"3,258,501","231,028",27,TSE
2881 富邦金,2020/1/13,26.8637,"13,559","633,782",0.1325,"10,233,604","478,933",17,TSE
2882 國泰金,2020/1/13,30.9074,"24,958","1,065,850",0.1895,"13,169,210","564,301",17,TSE
2886 兆豐金,2020/1/13,22.3143,"28,491","897,503",0.2095,"13,599,824","431,114",17,TSE
2891 中信金,2020/1/13,16.2251,"26,002","580,500",0.1334,"19,496,990","438,682",17,TSE
2892 第一金,2020/1/13,16.1208,"13,424","318,641",0.1077,"12,461,943","297,840",17,TSE
2002 中鋼,2020/1/13,19.4307,"9,763","233,843",0.062,"15,734,861","377,637",10,TSE
2884 玉山金,2020/1/13,17.6857,"27,047","768,070",0.2328,"11,619,500","331,737",17,TSE
5880 合庫金,2020/1/13,13.6191,"11,666","244,473",0.0901,"12,945,848","271,863",17,TSE
1216 統一,2020/1/13,56.963,"4,507","335,654",0.0793,"5,682,015","423,878",02,TSE
4904 遠傳,2020/1/13,52.7395,"4,174","295,854",0.1281,"3,258,501","232,005",27,TSE
2881 富邦金,2020/1/10,26.6341,"11,056","512,891",0.108,"10,233,604","474,839",17,TSE
2882 國泰金,2020/1/10,30.3304,"16,788","705,599",0.1275,"13,169,210","553,765",17,TSE
2886 兆豐金,2020/1/10,21.7864,"15,811","490,255",0.1163,"13,599,824","420,915",17,TSE
2891 中信金,2020/1/10,16.0448,"24,460","544,608",0.1255,"19,496,990","433,808",17,TSE
2892 第一金,2020/1/10,15.9184,"13,692","322,314",0.1099,"12,461,943","294,102",17,TSE
2002 中鋼,2020/1/10,19.3092,"7,270","173,053",0.0462,"15,734,861","375,276",10,TSE
2884 玉山金,2020/1/10,17.407,"26,086","732,848",0.2245,"11,619,500","326,508",17,TSE
5880 合庫金,2020/1/10,13.5218,"6,829","142,283",0.0528,"12,945,848","269,921",17,TSE
1216 統一,2020/1/10,56.5049,"4,231","312,761",0.0745,"5,682,015","420,469",02,TSE
4904 遠傳,2020/1/10,52.8877,"4,703","333,928",0.1443,"3,258,501","232,657",27,TSE
2881 富邦金,2020/1/9,26.4045,"10,746","494,261",0.105,"10,233,604","470,746",17,TSE
2882 國泰金,2020/1/9,30.2943,"11,479","481,716",0.0872,"13,169,210","553,107",17,TSE
2886 兆豐金,2020/1/9,21.7512,"14,162","436,423",0.1041,"13,599,824","420,235",17,TSE
2891 中信金,2020/1/9,16.0809,"23,072","513,647",0.1183,"19,496,990","434,783",17,TSE
2892 第一金,2020/1/9,15.851,"12,025","281,595",0.0965,"12,461,943","292,856",17,TSE
2002 中鋼,2020/1/9,19.2283,"8,137","192,771",0.0517,"15,734,861","373,703",10,TSE
2884 玉山金,2020/1/9,17.2831,"12,677","353,493",0.1091,"11,619,500","324,184",17,TSE
5880 合庫金,2020/1/9,13.457,"6,648","138,020",0.0514,"12,945,848","268,626",17,TSE
1216 統一,2020/1/9,56.0467,"6,308","462,169",0.111,"5,682,015","417,060",02,TSE
4904 遠傳,2020/1/9,52.5914,"6,280","446,594",0.1927,"3,258,501","231,354",27,TSE
2881 富邦金,2020/1/8,26.2897,"11,318","519,428",0.1106,"10,233,604","468,699",17,TSE
2882 國泰金,2020/1/8,30.1501,"16,128","675,308",0.1225,"13,169,210","550,473",17,TSE
2886 兆豐金,2020/1/8,21.6104,"22,127","678,821",0.1627,"13,599,824","417,515",17,TSE
2891 中信金,2020/1/8,16.0448,"34,392","763,803",0.1764,"19,496,990","433,808",17,TSE
2892 第一金,2020/1/8,15.6824,"25,167","585,433",0.202,"12,461,943","289,740",17,TSE
2002 中鋼,2020/1/8,19.0663,"9,122","215,112",0.058,"15,734,861","370,556",10,TSE
2884 玉山金,2020/1/8,17.1592,"14,378","398,707",0.1237,"11,619,500","321,860",17,TSE
5880 合庫金,2020/1/8,13.3921,"10,980","227,046",0.0848,"12,945,848","267,332",17,TSE
1216 統一,2020/1/8,55.4359,"5,159","375,610",0.0908,"5,682,015","412,514",02,TSE
4904 遠傳,2020/1/8,52.9617,"4,545","325,117",0.1395,"3,258,501","232,983",27,TSE
2881 富邦金,2020/1/7,26.5767,"8,345","386,139",0.0815,"10,233,604","473,816",17,TSE
2882 國泰金,2020/1/7,30.4386,"9,665","407,993",0.0734,"13,169,210","555,741",17,TSE
2886 兆豐金,2020/1/7,21.54,"18,023","551,609",0.1325,"13,599,824","416,155",17,TSE
2891 中信金,2020/1/7,16.1169,"23,433","522,613",0.1202,"19,496,990","435,758",17,TSE
2892 第一金,2020/1/7,15.8847,"9,613","226,540",0.0771,"12,461,943","293,479",17,TSE
2002 中鋼,2020/1/7,19.1878,"7,693","182,729",0.0489,"15,734,861","372,916",10,TSE
2884 玉山金,2020/1/7,17.2211,"12,085","335,211",0.104,"11,619,500","323,022",17,TSE
5880 合庫金,2020/1/7,13.457,"5,554","115,237",0.0429,"12,945,848","268,626",17,TSE
1216 統一,2020/1/7,56.0467,"6,383","468,478",0.1123,"5,682,015","417,060",02,TSE
4904 遠傳,2020/1/7,53.3321,"2,122","152,693",0.0651,"3,258,501","234,612",27,TSE
2881 富邦金,2020/1/6,26.6341,"7,800","361,558",0.0762,"10,233,604","474,839",17,TSE
2882 國泰金,2020/1/6,30.4746,"15,638","662,334",0.1187,"13,169,210","556,399",17,TSE
2886 兆豐金,2020/1/6,21.54,"12,591","385,842",0.0926,"13,599,824","416,155",17,TSE
2891 中信金,2020/1/6,16.0448,"25,122","559,229",0.1289,"19,496,990","433,808",17,TSE
2892 第一金,2020/1/6,15.9859,"9,371","222,194",0.0752,"12,461,943","295,348",17,TSE
2002 中鋼,2020/1/6,19.2687,"7,042","168,013",0.0448,"15,734,861","374,490",10,TSE
2884 玉山金,2020/1/6,17.2211,"11,942","332,243",0.1028,"11,619,500","323,022",17,TSE
5880 合庫金,2020/1/6,13.457,"7,844","163,226",0.0606,"12,945,848","268,626",17,TSE
1216 統一,2020/1/6,56.4285,"6,241","461,167",0.1098,"5,682,015","419,901",02,TSE
4904 遠傳,2020/1/6,53.3321,"2,323","167,349",0.0713,"3,258,501","234,612",27,TSE
2881 富邦金,2020/1/3,26.835,"10,274","479,870",0.1004,"10,233,604","478,421",17,TSE
2882 國泰金,2020/1/3,30.8714,"13,218","564,770",0.1004,"13,169,210","563,642",17,TSE
2886 兆豐金,2020/1/3,21.6808,"11,199","343,886",0.0823,"13,599,824","418,875",17,TSE
2891 中信金,2020/1/3,16.1891,"17,305","387,256",0.0888,"19,496,990","437,707",17,TSE
2892 第一金,2020/1/3,16.0871,"7,503","178,472",0.0602,"12,461,943","297,217",17,TSE
2002 中鋼,2020/1/3,19.5116,"12,353","297,066",0.0785,"15,734,861","379,210",10,TSE
2884 玉山金,2020/1/3,17.345,"12,500","349,108",0.1076,"11,619,500","325,346",17,TSE
5880 合庫金,2020/1/3,13.5543,"7,364","153,510",0.0569,"12,945,848","270,568",17,TSE
1216 統一,2020/1/3,57.1157,"4,106","306,475",0.0723,"5,682,015","425,015",02,TSE
4904 遠傳,2020/1/3,53.5543,"1,224","88,448",0.0376,"3,258,501","235,590",27,TSE
2881 富邦金,2020/1/2,26.6628,"6,752","313,641",0.066,"10,233,604","475,351",17,TSE
2882 國泰金,2020/1/2,30.691,"7,278","310,131",0.0553,"13,169,210","560,350",17,TSE
2886 兆豐金,2020/1/2,21.54,"8,018","245,477",0.059,"13,599,824","416,155",17,TSE
2891 中信金,2020/1/2,16.1169,"13,304","296,950",0.0682,"19,496,990","435,758",17,TSE
2892 第一金,2020/1/2,15.9859,"9,634","228,327",0.0773,"12,461,943","295,348",17,TSE
2002 中鋼,2020/1/2,19.4307,"6,939","166,483",0.0441,"15,734,861","377,637",10,TSE
2884 玉山金,2020/1/2,17.3141,"10,281","286,689",0.0885,"11,619,500","324,765",17,TSE
5880 合庫金,2020/1/2,13.5218,"4,953","103,084",0.0383,"12,945,848","269,921",17,TSE
1216 統一,2020/1/2,56.6576,"4,655","345,260",0.0819,"5,682,015","421,606",02,TSE
4904 遠傳,2020/1/2,53.5543,"1,855","134,007",0.0569,"3,258,501","235,590",27,TSE
2881 富邦金,2019/12/31,26.6341,"6,626","308,317",0.0647,"10,233,604","474,839",17,TSE
2882 國泰金,2019/12/31,30.691,"6,878","292,914",0.0522,"13,169,210","560,350",17,TSE
2886 兆豐金,2019/12/31,21.54,"10,578","324,109",0.0778,"13,599,824","416,155",17,TSE
2891 中信金,2019/12/31,16.153,"19,073","426,407",0.0978,"19,496,990","436,733",17,TSE
2892 第一金,2019/12/31,15.9859,"7,851","186,632",0.063,"12,461,943","295,348",17,TSE
2002 中鋼,2019/12/31,19.3497,"14,810","355,908",0.0941,"15,734,861","376,063",10,TSE
2884 玉山金,2019/12/31,17.2831,"8,970","250,497",0.0772,"11,619,500","324,184",17,TSE
5880 合庫金,2019/12/31,13.457,"5,979","124,311",0.0462,"12,945,848","268,626",17,TSE
1216 統一,2019/12/31,56.6576,"3,719","276,275",0.0655,"5,682,015","421,606",02,TSE
4904 遠傳,2019/12/31,53.4062,"2,178","157,890",0.0668,"3,258,501","234,938",27,TSE
2881 富邦金,2019/12/30,26.8063,"6,403","298,673",0.0626,"10,233,604","477,909",17,TSE
2882 國泰金,2019/12/30,30.7992,"9,777","416,952",0.0742,"13,169,210","562,325",17,TSE
2886 兆豐金,2019/12/30,21.6104,"12,302","378,807",0.0905,"13,599,824","417,515",17,TSE
2891 中信金,2019/12/30,16.2251,"18,568","416,944",0.0952,"19,496,990","438,682",17,TSE
2892 第一金,2019/12/30,16.1545,"7,326","175,173",0.0588,"12,461,943","298,464",17,TSE
2002 中鋼,2019/12/30,19.4307,"16,671","400,180",0.1059,"15,734,861","377,637",10,TSE
2884 玉山金,2019/12/30,17.345,"12,021","336,093",0.1035,"11,619,500","325,346",17,TSE
5880 合庫金,2019/12/30,13.4894,"7,982","166,638",0.0617,"12,945,848","269,274",17,TSE
1216 統一,2019/12/30,56.963,"5,201","387,524",0.0915,"5,682,015","423,878",02,TSE
4904 遠傳,2019/12/30,54.221,"2,661","194,651",0.0817,"3,258,501","238,522",27,TSE
2881 富邦金,2019/12/27,26.835,"8,985","419,129",0.0878,"10,233,604","478,421",17,TSE
2882 國泰金,2019/12/27,30.7992,"8,861","378,111",0.0673,"13,169,210","562,325",17,TSE
2886 兆豐金,2019/12/27,21.7512,"6,819","210,418",0.0501,"13,599,824","420,235",17,TSE
2891 中信金,2019/12/27,16.2251,"13,153","295,557",0.0675,"19,496,990","438,682",17,TSE
2892 第一金,2019/12/27,16.1545,"6,170","147,252",0.0495,"12,461,943","298,464",17,TSE
2002 中鋼,2019/12/27,19.3902,"7,117","169,995",0.0452,"15,734,861","376,850",10,TSE
2884 玉山金,2019/12/27,17.3141,"6,804","190,015",0.0586,"11,619,500","324,765",17,TSE
5880 合庫金,2019/12/27,13.5543,"3,982","83,329",0.0308,"12,945,848","270,568",17,TSE
1216 統一,2019/12/27,56.963,"4,158","310,033",0.0732,"5,682,015","423,878",02,TSE
4904 遠傳,2019/12/27,54.0728,"1,350","98,534",0.0414,"3,258,501","237,871",27,TSE
2881 富邦金,2019/12/26,26.6915,"4,445","206,512",0.0434,"10,233,604","475,863",17,TSE
2882 國泰金,2019/12/26,30.7632,"5,796","247,009",0.044,"13,169,210","561,667",17,TSE
2886 兆豐金,2019/12/26,21.6808,"6,307","194,172",0.0464,"13,599,824","418,875",17,TSE
2891 中信金,2019/12/26,16.1891,"11,430","256,186",0.0586,"19,496,990","437,707",17,TSE
2892 第一金,2019/12/26,16.0871,"3,762","89,548",0.0302,"12,461,943","297,217",17,TSE
2002 中鋼,2019/12/26,19.3497,"5,872","140,149",0.0373,"15,734,861","376,063",10,TSE
2884 玉山金,2019/12/26,17.2521,"5,674","158,167",0.0488,"11,619,500","323,603",17,TSE
5880 合庫金,2019/12/26,13.5867,"3,145","65,767",0.0243,"12,945,848","271,216",17,TSE
1216 統一,2019/12/26,56.963,"2,095","155,891",0.0369,"5,682,015","423,878",02,TSE
4904 遠傳,2019/12/26,54.0728,683,"49,884",0.021,"3,258,501","237,871",27,TSE
2881 富邦金,2019/12/25,26.6628,"4,213","195,511",0.0412,"10,233,604","475,351",17,TSE
2882 國泰金,2019/12/25,30.7271,"5,495","234,245",0.0417,"13,169,210","561,008",17,TSE
2886 兆豐金,2019/12/25,21.6808,"5,964","183,573",0.0439,"13,599,824","418,875",17,TSE
2891 中信金,2019/12/25,16.1891,"9,826","220,572",0.0504,"19,496,990","437,707",17,TSE
2892 第一金,2019/12/25,16.0871,"3,368","80,175",0.027,"12,461,943","297,217",17,TSE
2002 中鋼,2019/12/25,19.2687,"5,831","139,182",0.0371,"15,734,861","374,490",10,TSE
2884 玉山金,2019/12/25,17.2831,"4,871","136,016",0.0419,"11,619,500","324,184",17,TSE
5880 合庫金,2019/12/25,13.5543,"2,888","60,268",0.0223,"12,945,848","270,568",17,TSE
1216 統一,2019/12/25,57.1157,"1,968","147,172",0.0346,"5,682,015","425,015",02,TSE
4904 遠傳,2019/12/25,54.0728,766,"55,880",0.0235,"3,258,501","237,871",27,TSE
2881 富邦金,2019/12/24,26.6915,"4,962","230,794",0.0485,"10,233,604","475,863",17,TSE
2882 國泰金,2019/12/24,30.7632,"5,531","236,178",0.042,"13,169,210","561,667",17,TSE
2886 兆豐金,2019/12/24,21.6808,"8,397","258,332",0.0617,"13,599,824","418,875",17,TSE
2891 中信金,2019/12/24,16.1891,"18,894","424,283",0.0969,"19,496,990","437,707",17,TSE
2892 第一金,2019/12/24,16.0871,"4,554","108,610",0.0365,"12,461,943","297,217",17,TSE
2002 中鋼,2019/12/24,19.3092,"5,301","126,406",0.0337,"15,734,861","375,276",10,TSE
2884 玉山金,2019/12/24,17.2831,"9,366","261,381",0.0806,"11,619,500","324,184",17,TSE
5880 合庫金,2019/12/24,13.5218,"3,071","64,199",0.0237,"12,945,848","269,921",17,TSE
1216 統一,2019/12/24,56.963,"3,440","257,273",0.0605,"5,682,015","423,878",02,TSE
4904 遠傳,2019/12/24,53.9247,"1,608","117,082",0.0493,"3,258,501","237,219",27,TSE
2881 富邦金,2019/12/23,26.7776,"9,129","424,725",0.0892,"10,233,604","477,398",17,TSE
2882 國泰金,2019/12/23,30.8714,"8,687","371,054",0.066,"13,169,210","563,642",17,TSE
2886 兆豐金,2019/12/23,21.716,"15,424","473,323",0.1134,"13,599,824","419,555",17,TSE
2891 中信金,2019/12/23,16.2251,"23,075","517,909",0.1184,"19,496,990","438,682",17,TSE
2892 第一金,2019/12/23,16.1545,"7,009","167,194",0.0562,"12,461,943","298,464",17,TSE
2002 中鋼,2019/12/23,19.3497,"12,895","306,671",0.082,"15,734,861","376,063",10,TSE
2884 玉山金,2019/12/23,17.2831,"12,738","354,253",0.1096,"11,619,500","324,184",17,TSE
5880 合庫金,2019/12/23,13.5867,"6,791","141,708",0.0525,"12,945,848","271,216",17,TSE
1216 統一,2019/12/23,57.1921,"6,252","465,860",0.11,"5,682,015","425,583",02,TSE
4904 遠傳,2019/12/23,53.9988,"1,672","121,589",0.0513,"3,258,501","237,545",27,TSE
2881 富邦金,2019/12/20,26.835,"15,738","735,640",0.1538,"10,233,604","478,421",17,TSE
2882 國泰金,2019/12/20,30.8714,"16,100","688,051",0.1223,"13,169,210","563,642",17,TSE
2886 兆豐金,2019/12/20,21.5048,"27,196","831,685",0.2,"13,599,824","415,475",17,TSE
2891 中信金,2019/12/20,16.153,"54,985","1,233,832",0.282,"19,496,990","436,733",17,TSE
2892 第一金,2019/12/20,16.1208,"21,201","507,782",0.1701,"12,461,943","297,840",17,TSE
2002 中鋼,2019/12/20,19.1473,"25,176","596,003",0.16,"15,734,861","372,129",10,TSE
2884 玉山金,2019/12/20,17.1902,"23,366","648,414",0.2011,"11,619,500","322,441",17,TSE
5880 合庫金,2019/12/20,13.4894,"17,266","359,996",0.1334,"12,945,848","269,274",17,TSE
1216 統一,2019/12/20,56.5812,"10,891","805,325",0.1917,"5,682,015","421,037",02,TSE
4904 遠傳,2019/12/20,53.7765,"3,769","273,873",0.1157,"3,258,501","236,567",27,TSE
2881 富邦金,2019/12/19,26.835,"9,666","451,518",0.0945,"10,233,604","478,421",17,TSE
2882 國泰金,2019/12/19,30.7992,"13,477","576,385",0.1023,"13,169,210","562,325",17,TSE
2886 兆豐金,2019/12/19,21.5048,"15,808","482,544",0.1162,"13,599,824","415,475",17,TSE
2891 中信金,2019/12/19,16.153,"27,986","627,258",0.1435,"19,496,990","436,733",17,TSE
2892 第一金,2019/12/19,16.1882,"20,524","491,591",0.1647,"12,461,943","299,087",17,TSE
2002 中鋼,2019/12/19,19.1878,"8,079","191,706",0.0513,"15,734,861","372,916",10,TSE
2884 玉山金,2019/12/19,17.1902,"13,901","385,593",0.1196,"11,619,500","322,441",17,TSE
5880 合庫金,2019/12/19,13.5218,"6,828","142,706",0.0527,"12,945,848","269,921",17,TSE
1216 統一,2019/12/19,56.1231,"8,520","625,996",0.1499,"5,682,015","417,628",02,TSE
4904 遠傳,2019/12/19,53.7025,"1,796","130,359",0.0551,"3,258,501","236,241",27,TSE
2881 富邦金,2019/12/18,26.835,"18,088","844,195",0.1768,"10,233,604","478,421",17,TSE
2882 國泰金,2019/12/18,31.0156,"19,178","822,713",0.1456,"13,169,210","566,276",17,TSE
2886 兆豐金,2019/12/18,21.5752,"22,210","679,785",0.1633,"13,599,824","416,835",17,TSE
2891 中信金,2019/12/18,16.2251,"37,058","829,455",0.1901,"19,496,990","438,682",17,TSE
2892 第一金,2019/12/18,16.1208,"22,737","541,597",0.1825,"12,461,943","297,840",17,TSE
