靡ㄩ絏,るら,Μ絃基(じ),Θユ秖(),Θユ(じ),秅锣瞯,瑈硄计(),カ(κ窾じ),TSE 玻穨,カ
3034 羛碟,2021/8/25,305.236,"9,935","4,589,534",1.6327,"608,511","285,392",24,TSE
2308 笷筿,2021/8/25,252.7493,"6,014","1,652,354",0.2315,"2,597,543","720,818",28,TSE
3711 らるщ北,2021/8/25,93.9412,"7,420","904,587",0.1691,"4,387,417","537,459",24,TSE
2345 醇ü,2021/8/25,269.8862,"1,942","568,548",0.3469,"559,838","164,313",27,TSE
6669 絥縪,2021/8/25,277.2132,329,"316,942",0.1882,"174,841","167,847",25,TSE
2059 打,2021/8/25,333.8435,146,"53,417",0.1532,"95,297","34,783",28,TSE
3008 ミ,2021/8/25,"2,279.88",189,"519,600",0.1409,"134,140","366,203",26,TSE
2379 风琑,2021/8/25,412.5398,"1,272","702,414",0.2491,"510,685","280,877",24,TSE
2330 縩筿,2021/8/24,522.35,"27,397","15,697,269",0.1057,"25,930,380","14,832,178",24,TSE
2454 羛祇,2021/8/24,666.6542,"3,669","3,336,483",0.2307,"1,590,352","1,445,630",24,TSE
3034 羛碟,2021/8/24,300.0294,"9,036","4,244,747",1.4849,"608,511","280,524",24,TSE
2308 笷筿,2021/8/24,244.0966,"4,667","1,258,107",0.1797,"2,597,543","696,142",28,TSE
3711 らるщ北,2021/8/24,92.024,"7,691","929,186",0.1753,"4,387,417","526,490",24,TSE
2345 醇ü,2021/8/24,272.185,"2,457","728,050",0.4389,"559,838","165,712",27,TSE
6669 絥縪,2021/8/24,274.0368,502,"477,339",0.2871,"174,841","165,924",25,TSE
2059 打,2021/8/24,334.7581,143,"52,281",0.1501,"95,297","34,879",28,TSE
3008 ミ,2021/8/24,"2,292.41",238,"657,737",0.1774,"134,140","368,215",26,TSE
2379 风琑,2021/8/24,412.5398,"1,936","1,070,187",0.3791,"510,685","280,877",24,TSE
2330 縩筿,2021/8/23,516.8709,"34,775","19,688,362",0.1341,"25,930,380","14,676,595",24,TSE
2454 羛祇,2021/8/23,668.121,"5,355","4,834,290",0.3367,"1,590,352","1,448,810",24,TSE
3034 羛碟,2021/8/23,312.7205,"5,685","2,733,144",0.9342,"608,511","292,390",24,TSE
2308 笷筿,2021/8/23,245.9182,"6,074","1,634,796",0.2338,"2,597,543","701,337",28,TSE
3711 らるщ北,2021/8/23,92.7909,"11,734","1,416,298",0.2676,"4,384,863","530,568",24,TSE
2345 醇ü,2021/8/23,264.8287,"1,847","531,755",0.3299,"559,838","161,233",27,TSE
6669 絥縪,2021/8/23,272.3042,554,"518,941",0.3169,"174,841","164,875",25,TSE
2059 打,2021/8/23,331.5569,160,"58,385",0.1679,"95,297","34,545",28,TSE
3008 ミ,2021/8/23,"2,313.28",323,"901,429",0.2408,"134,140","371,568",26,TSE
2379 风琑,2021/8/23,414.0399,"1,616","891,007",0.3164,"510,685","281,898",24,TSE
2330 縩筿,2021/8/20,504.0861,"47,741","26,565,551",0.1841,"25,930,380","14,313,570",24,TSE
2454 羛祇,2021/8/20,640.2521,"5,568","4,914,351",0.3501,"1,590,352","1,388,377",24,TSE
3034 羛碟,2021/8/20,305.8868,"7,890","3,733,304",1.2966,"608,511","286,000",24,TSE
2308 笷筿,2021/8/20,239.5425,"7,558","2,015,400",0.291,"2,597,543","683,154",28,TSE
3711 らるщ北,2021/8/20,88.9566,"13,280","1,544,805",0.3029,"4,384,863","508,644",24,TSE
2345 醇ü,2021/8/20,261.6103,"2,108","600,878",0.3765,"559,838","159,274",27,TSE
6669 絥縪,2021/8/20,264.7963,"1,178","1,084,059",0.6738,"174,841","160,329",25,TSE
2059 打,2021/8/20,331.5569,115,"41,715",0.1207,"95,297","34,545",28,TSE
3008 ミ,2021/8/20,"2,292.41",323,"889,884",0.2408,"134,140","368,215",26,TSE
2379 风琑,2021/8/20,402.7888,"2,567","1,381,617",0.5027,"510,685","274,238",24,TSE
2330 縩筿,2021/8/19,510.4785,"42,133","23,766,228",0.1625,"25,930,380","14,495,083",24,TSE
2454 羛祇,2021/8/19,651.253,"5,605","5,009,046",0.3524,"1,590,352","1,412,232",24,TSE
3034 羛碟,2021/8/19,306.2122,"9,082","4,375,653",1.4925,"608,511","286,305",24,TSE
2308 笷筿,2021/8/19,245.0074,"10,480","2,830,747",0.4035,"2,597,543","698,739",28,TSE
3711 らるщ北,2021/8/19,88.5731,"15,450","1,792,706",0.3523,"4,384,863","506,452",24,TSE
2345 醇ü,2021/8/19,265.7482,"4,772","1,357,594",0.8524,"559,838","161,793",27,TSE
6669 絥縪,2021/8/19,256.7109,982,"860,781",0.5617,"174,841","155,433",25,TSE
2059 打,2021/8/19,330.1849,236,"85,920",0.2476,"95,297","34,402",28,TSE
3008 ミ,2021/8/19,"2,288.23",461,"1,277,832",0.3437,"134,140","367,544",26,TSE
2379 风琑,2021/8/19,387.7874,"3,064","1,612,397",0.6,"510,685","264,024",24,TSE
2330 縩筿,2021/8/18,524.1764,"47,063","26,855,353",0.1815,"25,930,380","14,884,038",24,TSE
2454 羛祇,2021/8/18,668.8544,"6,112","5,442,899",0.3843,"1,590,352","1,450,401",24,TSE
3034 羛碟,2021/8/18,319.8795,"11,405","5,405,016",1.8742,"608,511","299,083",24,TSE
2308 笷筿,2021/8/18,243.1858,"13,853","3,639,151",0.5333,"2,597,543","693,544",28,TSE
3711 らるщ北,2021/8/18,91.2572,"12,547","1,474,080",0.2861,"4,384,863","521,799",24,TSE
2345 醇ü,2021/8/18,262.9896,"4,918","1,368,578",0.8785,"559,838","160,114",27,TSE
6669 絥縪,2021/8/18,250.0694,533,"455,931",0.3048,"174,841","151,412",25,TSE
2059 打,2021/8/18,333.3862,200,"73,222",0.2099,"95,297","34,736",28,TSE
3008 ミ,2021/8/18,"2,325.81",457,"1,252,809",0.3407,"134,140","373,580",26,TSE
2379 风琑,2021/8/18,413.2898,"2,446","1,313,204",0.479,"510,685","281,387",24,TSE
2330 縩筿,2021/8/17,529.6556,"31,845","18,475,506",0.1228,"25,930,380","15,039,621",24,TSE
2454 羛祇,2021/8/17,645.3858,"5,619","4,996,772",0.3533,"1,590,352","1,399,509",24,TSE
3034 羛碟,2021/8/17,308.4901,"8,475","4,110,061",1.3927,"608,511","288,434",24,TSE
2308 笷筿,2021/8/17,238.6317,"13,984","3,730,004",0.5384,"2,597,543","680,556",28,TSE
3711 らるщ北,2021/8/17,89.7234,"17,125","2,020,080",0.3905,"4,384,863","513,029",24,TSE
2345 醇ü,2021/8/17,249.1964,"7,299","1,966,109",1.3038,"559,838","151,716",27,TSE
6669 絥縪,2021/8/17,241.6952,283,"240,833",0.1619,"174,841","146,342",25,TSE
2059 打,2021/8/17,337.5021,207,"76,620",0.2172,"95,297","35,165",28,TSE
3008 ミ,2021/8/17,"2,250.65",359,"967,168",0.2676,"134,140","361,508",26,TSE
2379 风琑,2021/8/17,396.7882,"1,728","925,299",0.3384,"510,685","270,152",24,TSE
2330 縩筿,2021/8/16,533.3084,"19,949","11,612,486",0.0769,"25,930,380","15,143,342",24,TSE
2454 羛祇,2021/8/16,660.7871,"3,748","3,400,104",0.2357,"1,590,352","1,432,907",24,TSE
3034 羛碟,2021/8/16,319.1636,"7,265","3,673,286",1.1939,"608,511","307,907",24,TSE
2308 笷筿,2021/8/16,254.1155,"6,126","1,701,632",0.2358,"2,597,543","724,715",28,TSE
3711 らるщ北,2021/8/16,93.5578,"13,792","1,670,218",0.3145,"4,384,863","534,953",24,TSE
2345 醇ü,2021/8/16,245.978,"8,124","2,194,331",1.4511,"559,838","149,757",27,TSE
6669 絥縪,2021/8/16,248.048,426,"366,081",0.2436,"174,841","150,188",25,TSE
2059 打,2021/8/16,338.874,196,"72,487",0.2057,"95,297","35,308",28,TSE
3008 ミ,2021/8/16,"2,233.95",263,"706,915",0.1961,"134,140","358,825",26,TSE
2379 风琑,2021/8/16,408.7894,"1,692","915,548",0.3313,"510,685","278,323",24,TSE
2330 縩筿,2021/8/13,530.5688,"25,440","14,769,155",0.0981,"25,930,380","15,065,551",24,TSE
2454 羛祇,2021/8/13,667.3876,"5,316","4,834,227",0.3343,"1,590,352","1,447,220",24,TSE
3034 羛碟,2021/8/13,321.0559,"6,133","3,179,036",1.0079,"608,511","309,732",24,TSE
2308 笷筿,2021/8/13,249.5614,"7,527","2,055,382",0.2898,"2,597,543","711,727",28,TSE
3711 らるщ北,2021/8/13,92.024,"16,606","2,020,704",0.3787,"4,384,863","526,184",24,TSE
2345 醇ü,2021/8/13,273.1046,"3,993","1,193,460",0.7132,"559,838","166,272",27,TSE
6669 絥縪,2021/8/13,248.048,660,"572,793",0.3775,"174,841","150,188",25,TSE
2059 打,2021/8/13,334.7581,237,"86,742",0.2487,"95,297","34,879",28,TSE
3008 ミ,2021/8/13,"2,250.65",476,"1,275,299",0.3549,"134,140","361,508",26,TSE
2379 风琑,2021/8/13,406.5392,"2,287","1,254,428",0.4478,"510,685","276,791",24,TSE
2330 縩筿,2021/8/12,535.1348,"16,031","9,383,967",0.0618,"25,930,380","15,195,203",24,TSE
2454 羛祇,2021/8/12,662.9873,"4,309","3,919,105",0.2709,"1,590,352","1,437,678",24,TSE
3034 羛碟,2021/8/12,332.4095,"4,246","2,240,540",0.6978,"608,511","320,686",24,TSE
2308 笷筿,2021/8/12,251.8384,"6,088","1,685,142",0.2344,"2,597,543","718,221",28,TSE
3711 らるщ北,2021/8/12,96.2418,"8,481","1,067,452",0.1934,"4,384,863","550,300",24,TSE
2345 醇ü,2021/8/12,303.4495,645,"212,245",0.1152,"559,838","184,747",27,TSE
6669 絥縪,2021/8/12,254.1121,576,"505,868",0.3294,"174,841","153,860",25,TSE
2059 打,2021/8/12,333.3862,132,"48,145",0.1385,"95,297","34,736",28,TSE
3008 ミ,2021/8/12,"2,229.77",468,"1,259,918",0.3489,"134,140","358,154",26,TSE
2379 风琑,2021/8/12,422.2907,"1,752","986,589",0.3431,"510,685","287,516",24,TSE
2330 縩筿,2021/8/11,538.7876,"20,311","11,943,131",0.0783,"25,930,380","15,298,924",24,TSE
2454 羛祇,2021/8/11,667.3876,"4,585","4,175,799",0.2883,"1,590,352","1,447,220",24,TSE
3034 羛碟,2021/8/11,327.3635,"8,353","4,376,426",1.3727,"608,511","315,817",24,TSE
2308 笷筿,2021/8/11,255.0263,"4,529","1,264,513",0.1744,"2,597,543","727,312",28,TSE
3711 らるщ北,2021/8/11,97.3921,"13,594","1,727,989",0.31,"4,384,863","556,878",24,TSE
2345 醇ü,2021/8/11,298.8518,873,"283,786",0.1559,"559,838","181,947",27,TSE
6669 絥縪,2021/8/11,258.4435,354,"319,010",0.2025,"174,841","156,483",25,TSE
2059 打,2021/8/11,336.5874,157,"57,747",0.1647,"95,297","35,069",28,TSE
3008 ミ,2021/8/11,"2,263.18",404,"1,101,637",0.3012,"134,140","363,520",26,TSE
2379 风琑,2021/8/11,422.2907,"2,262","1,282,934",0.4429,"510,685","287,516",24,TSE
2330 縩筿,2021/8/10,539.7008,"17,620","10,435,618",0.068,"25,930,380","15,324,855",24,TSE
2454 羛祇,2021/8/10,676.1883,"2,513","2,320,569",0.158,"1,590,352","1,466,304",24,TSE
3034 羛碟,2021/8/10,334.9326,"8,527","4,552,332",1.4013,"608,511","323,120",24,TSE
2308 笷筿,2021/8/10,253.2047,"5,277","1,474,328",0.2032,"2,597,543","722,117",28,TSE
3711 らるщ北,2021/8/10,97.0087,"9,092","1,149,525",0.2073,"4,384,863","554,685",24,TSE
2345 醇ü,2021/8/10,301.1507,510,"166,785",0.0911,"559,838","183,347",27,TSE
6669 絥縪,2021/8/10,262.1975,302,"275,160",0.1727,"174,841","158,755",25,TSE
2059 打,2021/8/10,333.8435,240,"88,437",0.2518,"95,297","34,783",28,TSE
3008 ミ,2021/8/10,"2,288.23",541,"1,490,759",0.4033,"134,140","367,544",26,TSE
2379 风琑,2021/8/10,436.5421,"2,003","1,166,168",0.3922,"510,685","297,219",24,TSE
2330 縩筿,2021/8/9,543.3536,"17,611","10,366,798",0.0679,"25,930,380","15,428,576",24,TSE
2454 羛祇,2021/8/9,675.455,"4,439","4,087,240",0.2791,"1,590,352","1,464,714",24,TSE
3034 羛碟,2021/8/9,339.3479,"9,610","5,248,273",1.5793,"608,511","327,379",24,TSE
2308 笷筿,2021/8/9,256.3925,"5,501","1,544,989",0.2118,"2,597,543","731,208",28,TSE
3711 らるщ北,2021/8/9,98.159,"10,004","1,284,863",0.2281,"4,384,863","561,262",24,TSE
2345 醇ü,2021/8/9,299.3116,"1,318","425,069",0.2354,"559,838","182,227",27,TSE
6669 絥縪,2021/8/9,262.775,427,"392,689",0.2442,"174,841","159,105",25,TSE
2059 打,2021/8/9,342.9899,397,"149,011",0.4166,"95,297","35,736",28,TSE
3008 ミ,2021/8/9,"2,278.62",407,"1,156,198",0.3034,"134,140","378,275",26,TSE
2379 风琑,2021/8/9,439.5424,"1,565","923,376",0.3065,"510,685","299,261",24,TSE
2330 縩筿,2021/8/6,539.7008,"13,994","8,275,142",0.054,"25,930,380","15,324,855",24,TSE
2454 羛祇,2021/8/6,686.4558,"3,869","3,640,698",0.2433,"1,590,352","1,488,569",24,TSE
3034 羛碟,2021/8/6,353.2246,"12,687","7,146,391",2.0849,"608,511","340,766",24,TSE
2308 笷筿,2021/8/6,259.5803,"5,248","1,500,256",0.202,"2,597,543","740,300",28,TSE
3711 らるщ北,2021/8/6,98.9258,"13,774","1,793,616",0.3141,"4,384,863","565,647",24,TSE
2345 醇ü,2021/8/6,299.7713,"1,146","381,387",0.2047,"559,838","186,146",27,TSE
6669 絥縪,2021/8/6,264.5076,373,"342,888",0.2133,"174,841","160,154",25,TSE
2059 打,2021/8/6,332.0142,103,"37,259",0.1081,"95,297","34,593",28,TSE
3008 ミ,2021/8/6,"2,294.78",591,"1,689,248",0.4406,"134,140","380,958",26,TSE
2379 风琑,2021/8/6,452.2936,"2,376","1,441,711",0.4653,"510,685","307,943",24,TSE
2330 縩筿,2021/8/5,544.2668,"15,673","9,343,887",0.0604,"25,930,380","15,454,507",24,TSE
2454 羛祇,2021/8/5,704.7907,"7,656","7,345,324",0.4814,"1,590,352","1,528,328",24,TSE
3034 羛碟,2021/8/5,359.5321,"14,519","8,330,755",2.386,"608,511","346,852",24,TSE
2308 笷筿,2021/8/5,261.4019,"3,544","1,015,950",0.1364,"2,597,543","745,495",28,TSE
3711 らるщ北,2021/8/5,101.2264,"15,598","2,054,111",0.3557,"4,384,863","578,802",24,TSE
2345 醇ü,2021/8/5,300.2221,929,"310,419",0.1659,"559,838","186,426",27,TSE
6669 絥縪,2021/8/5,264.5076,697,"637,188",0.3986,"174,841","160,154",25,TSE
2059 打,2021/8/5,332.0142,76,"27,792",0.0798,"95,297","34,593",28,TSE
3008 ミ,2021/8/5,"2,327.11",409,"1,181,529",0.3049,"134,140","386,324",26,TSE
2379 风琑,2021/8/5,457.5441,"1,810","1,099,274",0.3544,"510,685","311,518",24,TSE
2330 縩筿,2021/8/4,544.2668,"23,714","14,132,827",0.0915,"25,930,380","15,454,507",24,TSE
2454 羛祇,2021/8/4,696.7234,"6,227","5,907,071",0.3915,"1,590,352","1,510,834",24,TSE
3034 羛碟,2021/8/4,354.4861,"13,058","7,207,940",2.1459,"608,511","341,983",24,TSE
2308 笷筿,2021/8/4,260.9465,"5,175","1,484,929",0.1992,"2,597,543","744,196",28,TSE
3711 らるщ北,2021/8/4,100.4596,"17,285","2,239,973",0.3942,"4,384,863","574,417",24,TSE
2345 醇ü,2021/8/4,299.3205,471,"157,588",0.0841,"559,838","185,866",27,TSE
6669 絥縪,2021/8/4,268.5503,627,"586,831",0.3586,"174,841","162,602",25,TSE
2059 打,2021/8/4,334.7581,81,"29,769",0.085,"95,297","34,879",28,TSE
3008 ミ,2021/8/4,"2,306.91",724,"2,083,686",0.5397,"134,140","382,970",26,TSE
2379 风琑,2021/8/4,451.5435,"1,772","1,067,072",0.347,"510,685","307,432",24,TSE
2330 縩筿,2021/8/3,542.4404,"28,104","16,655,446",0.1084,"25,930,380","15,402,646",24,TSE
2454 羛祇,2021/8/3,687.9226,"3,168","2,972,009",0.1992,"1,590,352","1,491,750",24,TSE
3034 羛碟,2021/8/3,343.7632,"12,051","6,593,439",1.9804,"608,511","331,639",24,TSE
2308 笷筿,2021/8/3,261.8573,"8,291","2,378,047",0.3192,"2,597,543","746,794",28,TSE
3711 らるщ北,2021/8/3,97.3921,"13,044","1,635,254",0.2975,"4,384,863","556,878",24,TSE
2345 醇ü,2021/8/3,298.8697,"1,087","359,347",0.1942,"559,838","185,586",27,TSE
6669 絥縪,2021/8/3,272.3042,464,"437,401",0.2654,"174,841","164,875",25,TSE
2059 打,2021/8/3,335.6728,57,"20,905",0.0598,"95,297","34,974",28,TSE
3008 ミ,2021/8/3,"2,339.23",413,"1,199,534",0.3079,"134,140","388,336",26,TSE
2379 风琑,2021/8/3,450.0434,"3,292","1,963,970",0.6446,"510,685","306,411",24,TSE
2330 縩筿,2021/8/2,538.7876,"24,948","14,593,329",0.0962,"25,930,380","15,298,924",24,TSE
2454 羛祇,2021/8/2,684.9891,"4,122","3,826,838",0.2592,"1,590,352","1,485,388",24,TSE
3034 羛碟,2021/8/2,341.2401,"30,009","16,363,651",4.9315,"608,511","329,205",24,TSE
2308 笷筿,2021/8/2,261.4019,"5,697","1,630,063",0.2193,"2,597,543","745,495",28,TSE
3711 らるщ北,2021/8/2,96.2418,"20,937","2,601,434",0.4775,"4,384,863","550,300",24,TSE
2345 醇ü,2021/8/2,291.2064,"2,590","825,614",0.4626,"559,838","180,828",27,TSE
6669 絥縪,2021/8/2,268.5503,292,"271,027",0.167,"174,841","162,602",25,TSE
2059 打,2021/8/2,334.3008,112,"41,057",0.1175,"95,297","34,831",28,TSE
3008 ミ,2021/8/2,"2,359.43",413,"1,205,303",0.3079,"134,140","391,689",26,TSE
2379 风琑,2021/8/2,442.5426,"1,897","1,114,388",0.3715,"510,685","301,304",24,TSE
2330 縩筿,2021/7/30,529.6556,"26,141","15,170,421",0.1008,"25,930,380","15,039,621",24,TSE
2454 羛祇,2021/7/30,667.3876,"6,139","5,629,687",0.386,"1,590,352","1,447,220",24,TSE
3034 羛碟,2021/7/30,322.3174,"12,384","6,376,053",2.0351,"608,511","310,949",24,TSE
2308 笷筿,2021/7/30,261.4019,"7,259","2,086,862",0.2795,"2,597,543","745,495",28,TSE
3711 らるщ北,2021/7/30,93.9412,"48,108","5,883,840",1.0971,"4,384,863","537,146",24,TSE
2345 醇ü,2021/7/30,293.9111,"1,248","409,712",0.2229,"559,838","182,507",27,TSE
6669 絥縪,2021/7/30,270.5716,407,"380,265",0.2328,"174,841","163,826",25,TSE
2059 打,2021/7/30,340.7033,62,"23,258",0.0651,"95,297","35,498",28,TSE
3008 ミ,2021/7/30,"2,367.51",442,"1,301,365",0.3295,"134,140","393,031",26,TSE
2379 风琑,2021/7/30,441.0425,"3,368","1,996,034",0.6595,"510,685","300,283",24,TSE
2330 縩筿,2021/7/29,532.3952,"25,014","14,525,643",0.0965,"25,930,380","15,117,412",24,TSE
2454 羛祇,2021/7/29,684.2557,"10,421","9,571,909",0.6553,"1,590,306","1,483,756",24,TSE
3034 羛碟,2021/7/29,317.2713,"10,737","5,386,886",1.7645,"608,511","306,081",24,TSE
2308 笷筿,2021/7/29,265.5006,"6,686","1,949,963",0.2574,"2,597,543","757,184",28,TSE
3711 らるщ北,2021/7/29,88.1897,"6,964","797,704",0.1589,"4,382,932","504,037",24,TSE
2345 醇ü,2021/7/29,302.476,"1,178","393,895",0.2104,"559,838","187,826",27,TSE
6669 絥縪,2021/7/29,271.4379,716,"669,346",0.4095,"174,841","164,350",25,TSE
2059 打,2021/7/29,342.9899,365,"136,442",0.383,"95,297","35,736",28,TSE
3008 ミ,2021/7/29,"2,399.83",285,"850,272",0.2125,"134,140","398,396",26,TSE
2379 风琑,2021/7/29,449.2933,"4,422","2,612,498",0.8659,"510,685","305,900",24,TSE
2330 縩筿,2021/7/28,528.7424,"39,744","22,884,618",0.1533,"25,930,380","15,013,690",24,TSE
2454 羛祇,2021/7/28,652.7198,"17,046","15,308,710",1.0719,"1,590,306","1,415,373",24,TSE
3034 羛碟,2021/7/28,309.0715,"16,571","8,221,855",2.7232,"608,511","298,171",24,TSE
2308 笷筿,2021/7/28,265.956,"6,208","1,801,806",0.239,"2,597,543","758,483",28,TSE
3711 らるщ北,2021/7/28,86.2725,"10,501","1,175,445",0.2396,"4,382,932","493,080",24,TSE
2345 醇ü,2021/7/28,295.2635,"1,218","398,901",0.2176,"559,838","183,347",27,TSE
6669 絥縪,2021/7/28,260.1761,900,"814,035",0.5148,"174,841","157,532",25,TSE
2059 打,2021/7/28,340.7033,131,"48,437",0.1375,"95,297","35,498",28,TSE
3008 ミ,2021/7/28,"2,411.95",464,"1,375,792",0.3459,"134,140","400,408",26,TSE
2379 风琑,2021/7/28,440.2924,"4,819","2,826,886",0.9436,"510,685","299,772",24,TSE
2330 縩筿,2021/7/27,529.6556,"18,925","10,997,959",0.073,"25,930,380","15,039,621",24,TSE
2454 羛祇,2021/7/27,687.9226,"8,669","8,141,558",0.5451,"1,590,306","1,491,707",24,TSE
3034 羛碟,2021/7/27,329.2557,"20,872","10,854,420",3.43,"608,511","317,643",24,TSE
2308 笷筿,2021/7/27,265.956,"6,995","2,058,779",0.2693,"2,597,543","758,483",28,TSE
3711 らるщ北,2021/7/27,88.1897,"6,320","730,808",0.1442,"4,382,932","504,037",24,TSE
2345 醇ü,2021/7/27,302.476,"1,158","388,027",0.2068,"559,838","187,826",27,TSE
6669 絥縪,2021/7/27,269.4165,756,"705,308",0.4324,"174,841","163,126",25,TSE
2059 打,2021/7/27,339.3313,151,"56,012",0.1585,"95,297","35,355",28,TSE
3008 ミ,2021/7/27,"2,399.83",271,"809,811",0.202,"134,140","398,396",26,TSE
2379 风琑,2021/7/27,459.7943,"8,166","4,963,478",1.599,"510,685","313,050",24,TSE
2330 縩筿,2021/7/26,529.6556,"22,442","13,089,591",0.0865,"25,930,380","15,039,621",24,TSE
2454 羛祇,2021/7/26,676.9217,"5,040","4,673,380",0.3169,"1,590,336","1,467,880",24,TSE
3034 羛碟,2021/7/26,310.333,"5,202","2,576,666",0.8549,"608,511","299,388",24,TSE
2308 笷筿,2021/7/26,272.3316,"4,350","1,307,295",0.1675,"2,597,543","776,665",28,TSE
3711 らるщ北,2021/7/26,88.1897,"8,010","927,224",0.1828,"4,382,932","504,037",24,TSE
2345 醇ü,2021/7/26,307.8854,692,"235,575",0.1236,"559,838","191,185",27,TSE
6669 絥縪,2021/7/26,270.2828,749,"697,308",0.4284,"174,841","163,651",25,TSE
2059 打,2021/7/26,338.4167,88,"32,607",0.0923,"95,297","35,260",28,TSE
3008 ミ,2021/7/26,"2,415.99",231,"693,158",0.1722,"134,140","401,079",26,TSE
2379 风琑,2021/7/26,425.291,"4,325","2,488,691",0.8469,"510,685","289,558",24,TSE
2330 縩筿,2021/7/23,534.2216,"15,705","9,206,201",0.0606,"25,930,380","15,169,273",24,TSE
2454 羛祇,2021/7/23,684.2557,"4,544","4,224,700",0.2857,"1,590,336","1,483,783",24,TSE
3034 羛碟,2021/7/23,308.4407,"6,982","3,459,406",1.1474,"608,511","297,562",24,TSE
2308 笷筿,2021/7/23,276.8857,"3,029","926,013",0.1166,"2,597,543","789,653",28,TSE
3711 らるщ北,2021/7/23,88.1897,"9,671","1,125,773",0.2207,"4,382,932","504,037",24,TSE
2345 醇ü,2021/7/23,304.2791,"1,658","559,290",0.2962,"559,838","188,945",27,TSE
6669 絥縪,2021/7/23,272.8817,359,"341,996",0.2053,"174,841","165,225",25,TSE
2059 打,2021/7/23,335.6728,71,"26,197",0.0745,"95,297","34,974",28,TSE
3008 ミ,2021/7/23,"2,440.23",143,"434,734",0.1066,"134,140","405,103",26,TSE
2379 风琑,2021/7/23,420.0405,"3,313","1,881,131",0.6487,"510,685","285,984",24,TSE
2330 縩筿,2021/7/22,539.7008,"27,075","16,014,166",0.1044,"25,930,380","15,324,855",24,TSE
2454 羛祇,2021/7/22,673.9882,"4,257","3,924,562",0.2677,"1,590,336","1,461,519",24,TSE
3034 羛碟,2021/7/22,313.8022,"12,252","6,085,996",2.0134,"608,511","302,734",24,TSE
2308 笷筿,2021/7/22,275.9749,"5,965","1,830,092",0.2296,"2,597,543","787,056",28,TSE
3711 らるщ北,2021/7/22,90.1069,"14,269","1,696,391",0.3256,"4,382,932","514,995",24,TSE
2345 醇ü,2021/7/22,307.4346,"1,306","448,973",0.2333,"559,838","190,905",27,TSE
6669 絥縪,2021/7/22,272.5932,564,"551,424",0.3226,"174,841","170,645",25,TSE
2059 打,2021/7/22,331.0996,227,"82,794",0.2382,"95,297","34,498",28,TSE
3008 ミ,2021/7/22,"2,460.43",321,"975,701",0.2393,"134,140","408,457",26,TSE
2379 风琑,2021/7/22,426.7911,"3,040","1,734,836",0.5953,"510,685","290,580",24,TSE
2330 縩筿,2021/7/21,534.2216,"26,476","15,440,430",0.1021,"25,930,380","15,169,273",24,TSE
2454 羛祇,2021/7/21,668.8544,"5,054","4,617,028",0.3178,"1,590,336","1,450,386",24,TSE
3034 羛碟,2021/7/21,301.8178,"8,075","3,907,595",1.327,"608,511","291,173",24,TSE
2308 笷筿,2021/7/21,278.7073,"5,257","1,594,206",0.2024,"2,597,543","794,848",28,TSE
3711 らるщ北,2021/7/21,91.6406,"18,024","2,146,164",0.4112,"4,382,932","523,760",24,TSE
2345 醇ü,2021/7/21,307.8854,"1,064","365,974",0.1901,"559,838","191,185",27,TSE
6669 絥縪,2021/7/21,275.1069,682,"668,282",0.3901,"174,841","172,218",25,TSE
2059 打,2021/7/21,337.0447,161,"59,705",0.1689,"95,297","35,117",28,TSE
3008 ミ,2021/7/21,"2,403.87",405,"1,212,834",0.3019,"134,140","399,067",26,TSE
2379 风琑,2021/7/21,426.7911,"3,290","1,883,336",0.6442,"510,685","290,580",24,TSE
2330 縩筿,2021/7/20,530.5688,"16,352","9,502,338",0.0631,"25,930,380","15,065,551",24,TSE
2454 羛祇,2021/7/20,674.7216,"3,177","2,924,310",0.1998,"1,590,336","1,463,109",24,TSE
3034 羛碟,2021/7/20,304.6562,"11,124","5,428,137",1.8281,"608,511","293,911",24,TSE
2308 笷筿,2021/7/20,273.2424,"6,305","1,895,485",0.2427,"2,597,543","779,263",28,TSE
3711 らるщ北,2021/7/20,90.4903,"12,710","1,502,590",0.29,"4,382,932","517,186",24,TSE
2345 醇ü,2021/7/20,309.2378,934,"322,833",0.1668,"559,838","192,025",27,TSE
6669 絥縪,2021/7/20,273.9897,850,"840,078",0.4862,"174,841","171,519",25,TSE
2059 打,2021/7/20,342.0753,103,"38,374",0.1081,"95,297","35,641",28,TSE
3008 ミ,2021/7/20,"2,407.91",300,"900,655",0.2236,"134,140","399,738",26,TSE
2379 风琑,2021/7/20,414.0399,"2,204","1,225,452",0.4316,"510,685","281,898",24,TSE
2330 縩筿,2021/7/19,531.482,"43,248","25,135,531",0.1668,"25,930,380","15,091,481",24,TSE
2454 羛祇,2021/7/19,673.9882,"7,197","6,661,594",0.4525,"1,590,336","1,461,519",24,TSE
3034 羛碟,2021/7/19,317.2713,"4,557","2,285,411",0.7489,"608,511","306,081",24,TSE
2308 笷筿,2021/7/19,275.5195,"12,523","3,841,411",0.4821,"2,597,543","800,043",28,TSE
3711 らるщ北,2021/7/19,90.1069,"13,722","1,608,906",0.3131,"4,382,932","514,995",24,TSE
2345 醇ü,2021/7/19,306.5331,"1,559","530,769",0.2785,"559,838","190,345",27,TSE
6669 絥縪,2021/7/19,283.4857,417,"426,675",0.2385,"174,841","177,463",25,TSE
